,Date,Equally-Weighted,Minimum-Variance,Maximum-Diversification,Inverse-Volatility,Equal-Risk-Contribution,HRP,HERC
0,2008-06-02,-0.012077143909313495,-0.0070088622877928445,-0.009482510820258555,-0.011956770332880205,-0.011601181184681985,-0.01121116858989847,-0.010290420627000165
1,2008-06-03,-0.003495917936389909,-0.0011485466992005888,-0.0015100283800464492,-0.0033580844290959206,-0.0033322954726376945,-0.002365839056427387,-0.005831863251954364
2,2008-06-04,0.001884291375141072,0.0008744345857679578,-0.0026099457443089246,0.002897547216195303,0.0029859120021002595,0.003832251908655059,0.004304538917549808
3,2008-06-05,0.016043708432559024,0.006081112547874283,0.013741872727232016,0.014694409634039769,0.014920836692352661,0.012748583641678794,0.013991745059192836
4,2008-06-06,-0.03517872263289393,-0.023839074155619755,-0.029411716941808295,-0.03353823820955583,-0.03273314803712036,-0.03115919034785086,-0.027632692686087677
5,2008-06-09,-0.002672384181709069,0.002536275769504589,-0.007181506238216,-0.0008156399353702003,-0.0005088133042092416,0.0006856779708825956,0.0077838620361154595
6,2008-06-10,-0.0014721708136403075,0.007710511957044442,-0.00644582629575891,-0.000377707397261918,-0.001447458971991845,0.00012819654875287484,-0.002192066250615841
7,2008-06-11,-0.022712900388095692,-0.008422231228370259,-0.01614118746012522,-0.02086743085106683,-0.020169618219044377,-0.018684566350155838,-0.013182486732701703
8,2008-06-12,0.007507266798007931,0.004168921650379071,0.012539038734207414,0.006658408587265724,0.00648277119245477,0.00640727399731088,0.0012605557905231131
9,2008-06-13,0.01637625335665482,0.0048382518190983334,0.012221374147258181,0.014931898381788938,0.014912340700334072,0.01347731414062479,0.013194145570320264
10,2008-06-16,0.002812275870329007,-0.00791750151708095,0.0033734366879336177,0.0007513066222363779,0.0008551745788092234,-0.001687488567231363,-0.0009604517138522767
11,2008-06-17,-0.01230233370674649,-0.00667718365977357,-0.008462183599784553,-0.01137656205451207,-0.010329639918580833,-0.00960621545250279,-0.0037376771980278034
12,2008-06-18,-0.01281155650585487,-0.009118222025983329,-0.006132970934368683,-0.012440812047759679,-0.011866763684562777,-0.011279766583618697,-0.007884562670788957
13,2008-06-19,0.008322328270273231,0.006488206203581606,0.0025329412131391707,0.008352355955674363,0.00760795158052517,0.008030052133841021,0.005451632222109258
14,2008-06-20,-0.01996724211338546,-0.012722738368306993,-0.020760377430759435,-0.018852400167465904,-0.01905442896495568,-0.018071156952162888,-0.016071249887645852
15,2008-06-23,-0.008418121715254766,-0.001877222305697214,-0.0091309002466825,-0.006457929166219747,-0.005755796006462801,-0.004640264431531079,0.004211625508314582
16,2008-06-24,-0.0028372503812857837,-0.0036160785963067666,0.0009744610664369339,-0.0034085345556532326,-0.003560582898787762,-0.003797397614986331,-0.006438233408094789
17,2008-06-25,0.008034056522860036,0.009994752242210778,0.010233428926770814,0.00789570216042728,0.008165290886302815,0.008230373693122166,0.006845099281676999
18,2008-06-26,-0.03142159345469986,-0.018000277435837212,-0.025371790797848036,-0.029708104639398283,-0.02923791444926633,-0.027654683537692952,-0.025132621866728724
19,2008-06-27,-0.00507456594977817,-0.011656132091503863,-0.008358870867266823,-0.005339494948715597,-0.004782223735223903,-0.00574577907636044,-0.005669368370515185
20,2008-06-30,-0.002782070008118973,0.006379750570569305,-0.0006818229250560635,-0.0007332318755951124,-0.0005820620152752554,0.000877887272610042,0.00942116273253181
21,2008-07-01,0.005046252197939054,0.0008232390008531441,-0.00035956212691251355,0.004786896674762012,0.004627994631868772,0.004096726952562816,0.007000381391895941
22,2008-07-02,-0.020650029323281242,-0.002707994148428364,-0.016810440375689746,-0.01772511005454277,-0.01774716130276573,-0.01431284568350444,-0.012896688004928656
23,2008-07-03,-0.0022495408244658775,0.006564622858614614,-0.004442629936167991,-0.0006635981537269675,-0.001246310825477098,0.0014185199540036398,-0.004122894603436768
24,2008-07-07,-0.01116988056180006,-0.0017221083155886698,-0.002931567548867362,-0.009294033196953499,-0.009111892280757336,-0.006235427193237401,-0.012569565599150118
25,2008-07-08,0.02744955314719627,0.009401110755621986,0.026237313847225007,0.024659630329462934,0.02366731727804348,0.020523450189080254,0.020382398000092745
26,2008-07-09,-0.0266825750055058,-0.00043174844089468174,-0.01460099484455622,-0.022248488381585763,-0.02145729077695941,-0.015865947551510114,-0.013477745040215231
27,2008-07-10,-0.0011763662167607904,0.007239254931431601,0.002290670288163977,0.0003283913704084094,0.0002083979103542142,0.001046769286828084,0.003640796491918308
28,2008-07-11,-0.013624937337674654,-0.0092140506620095,-0.005728377070732927,-0.012418378995870406,-0.011975039131160211,-0.010957004849718573,-0.010984095626997252
29,2008-07-14,-0.014788513192788429,0.00039381960381895686,-0.0013910352295849334,-0.013210235383267259,-0.011744523010757492,-0.008434889994283101,-0.015475019128651879
30,2008-07-15,-0.009241305944232846,0.004370755079914662,0.0033001112414939994,-0.007491249700735932,-0.007330946590009679,-0.0031977159097743195,-0.011680410344683893
31,2008-07-16,0.04068469019412687,0.006864081414366348,0.024379529114926392,0.03406866915049526,0.031205982836685093,0.0241993849868726,0.02148807021141918
32,2008-07-17,0.025746408847918185,-0.0011785795797938869,0.01182818938383122,0.021080063140607348,0.01965250256487951,0.014581000963834242,0.010971095303148324
33,2008-07-18,0.0011623352682611123,0.0027152524160804587,-0.0003206579116792346,0.0014571105695113593,0.0016431809800041095,0.001010755050831637,0.00503481426009309
34,2008-07-21,-0.0015066378341236288,-0.004417289372337296,2.4688122756107313e-05,-0.00198860207283632,-0.0014604641486255377,-0.0030635021543079922,0.0038366645371827666
