,Date,Equally-Weighted,Minimum-Variance,Maximum-Diversification,Inverse-Volatility,Equal-Risk-Contribution,HRP,HERC
0,2007-06-01,0.0038751060616831214,0.003614544192274825,0.00730679135135361,0.003374587923947682,0.0035295040099820887,0.003199292753020061,0.002017286542827561
1,2007-06-04,0.0009702921757871107,-0.0013868997478160548,-0.00020445110628725517,0.00020693497324858058,0.0003771898983577577,-0.0005670202720322909,0.0008471827776918737
2,2007-06-05,-0.006650706993538543,-0.006884360887896618,-0.007726328093228935,-0.007167189736713516,-0.007158942962302795,-0.007401451183118716,-0.008028204495181995
3,2007-06-06,-0.009917957763252092,-0.007494631005841301,-0.005196705172002626,-0.009499064316762887,-0.009202731270970613,-0.008834896332601342,-0.010145101976491417
4,2007-06-07,-0.020540641523663652,-0.013442255913073195,-0.015838841739210085,-0.01993439014533693,-0.019921939050602418,-0.018550274489027185,-0.02141686804191152
5,2007-06-08,0.01267077150833236,0.005535412105590339,0.008391049737673857,0.0119647181130443,0.011774536199366074,0.010917765063904837,0.011642786045373995
6,2007-06-11,0.000871756724432487,0.0008179198388904332,0.0024518180099866427,0.0013465692279776688,0.0014208800802377468,0.00131988078997638,0.002504416118467932
7,2007-06-12,-0.01087447004071629,-0.006616299350007882,-0.008988963882901504,-0.010705172993521602,-0.010721220359088575,-0.01018807836187219,-0.010834197081853502
8,2007-06-13,0.016951634043192002,0.011783433191371179,0.009934345031333057,0.016726371962760993,0.016409561034450872,0.015886103977246765,0.017247906967984616
9,2007-06-14,0.004817948997019838,0.002158928323435656,0.007993686353212116,0.0036896134542090493,0.004440731236613313,0.0031213068672985033,0.004235224251152028
10,2007-06-15,0.0065032262794494314,-0.0006636411940185592,0.00339269944469128,0.005861333431771733,0.006193725756723103,0.004595402949008647,0.0071114486131575476
11,2007-06-18,-0.002400388317245847,-0.0025826060004407137,-0.0010432282269013504,-0.002691501183576794,-0.0025971507871380283,-0.002889907927935485,-0.003787654855857206
12,2007-06-19,0.0026571748048451116,-0.0010668313280679624,-0.0007179614794794925,0.002757633389818142,0.0025032883295745523,0.002248498721465514,0.0026036478076907387
13,2007-06-20,-0.014161372240119962,-0.0074601891679655806,-0.009519966944269528,-0.013964574361391827,-0.01417179992415149,-0.012710527542295076,-0.01497096438894129
14,2007-06-21,0.005834862353839271,0.0018497806111610188,0.004292982094934451,0.00472337305428951,0.004924022440420696,0.003682636531766368,0.005562732895962055
15,2007-06-22,-0.012703386457459663,-0.0128771272450855,-0.008530801498569135,-0.013449393850906839,-0.01283480235218432,-0.013529601070514744,-0.013455948149148222
16,2007-06-25,-0.0029445058701719437,0.0025235280936668444,0.000999413973845199,-0.0018113790903488503,-0.0017620090817201952,-0.0006112934106815691,-0.000952556879794677
17,2007-06-26,-0.005526306883156584,-0.00457362833284877,-0.009121431451102727,-0.004300115895766511,-0.00462923709967891,-0.003836844306804093,-0.004849026676691482
18,2007-06-27,0.012016800251574993,0.012325988646983014,0.012823624514135136,0.011401578383559405,0.011663267345420779,0.011180469069066959,0.012265960097032926
19,2007-06-28,-0.000529658335952542,0.0013031635065389945,0.0008388659988822873,-0.00021332101860612439,-0.00021054276384428972,0.00013189189776535303,-0.00035703441587090683
20,2007-06-29,-0.0007965769235222898,-0.0006010612981600156,-0.0017631456628238976,-0.0008251896417136608,-0.0007448020901199286,-0.0006908614946972311,0.0002934078682041143
21,2007-07-02,0.005743229332161716,0.00505458573403679,0.009817810447348408,0.005387429247785997,0.004933942956527259,0.0013164377689755722,0.005315211163316591
22,2007-07-03,0.0028881219288285896,0.0035796657647700174,0.0034343409208235577,0.002618224490008626,0.002467644249509408,0.0022482012231733357,0.0018133466862101644
23,2007-07-05,-0.001207740580734821,-0.0005467238669243112,-0.0008173532875181996,-0.0015649843065436732,-0.0014222471849202742,-0.001509802965005609,-0.0011458804832847
24,2007-07-06,0.004007729489144864,0.001553206314303801,0.00444683790146118,0.0028494263029916196,0.0030771252029559914,0.002366584335694133,0.0017830354066482874
25,2007-07-09,0.0006721410824679284,-0.0007861924087657291,-1.0971590945627597e-05,-7.862450701569181e-05,-0.00020131488369358135,-0.0008427574282168033,0.0006718364164646
26,2007-07-10,-0.014567934499615657,-0.011224825565855995,-0.012297506971224137,-0.014830550440008982,-0.01456641673772515,-0.014327918915606728,-0.013503236375578622
27,2007-07-11,0.00707506258879893,0.007619630170974005,0.00677825631035989,0.00692605636184784,0.007025502540121979,0.007367146488485427,0.006996019089528529
28,2007-07-12,0.017172810562098118,0.013097166308834217,0.012002548573185105,0.016818836605648868,0.016297623558234196,0.015717201376826435,0.016913209742586734
29,2007-07-13,0.0037686423026710106,0.0002171596805513224,0.0013666087255772147,0.003620139629220136,0.0034958344996544274,0.0029073516056094483,0.0052955029503106875
30,2007-07-16,-0.0023777747195855717,0.0007705237263070087,0.0002240684495513895,-0.0021594959106968907,-0.0022019155381689357,-0.0014346029248819322,-0.0034137008329487304
31,2007-07-17,0.0006794535757062702,-0.0036804189978369966,-0.0015475769114860003,0.0005224203888090193,0.0002933220220661633,-0.00035451809425103494,-3.9999610747009886e-05
32,2007-07-18,0.0002245467572830041,0.0007332298260142059,0.003960814626071007,-0.00047466778399009925,0.00018613730320125207,-0.00036677446227745096,0.0012055706132897293
33,2007-07-19,0.004992420084630058,-6.705666627359594e-05,0.002645053661921618,0.0040558151040926745,0.0043528938187580996,0.0022886012045335562,0.006743946013226723
34,2007-07-20,-0.012940837486841408,-0.010935968499779203,-0.009250888684421565,-0.013329994822970273,-0.012812643443499526,-0.012852690649652386,-0.012680283133659955
35,2007-07-23,0.004092370443808186,0.01217090277953519,0.003200656262243319,0.004907793504099137,0.004710857262037243,0.006039951503779072,0.0057634569026392335
36,2007-07-24,-0.020778063033485127,-0.012531269419174885,-0.019634876792511535,-0.019982928681694434,-0.020113304162361224,-0.01792741775321202,-0.019891118193822614
37,2007-07-25,0.0014636144827376986,0.013033799816175575,0.000663150952066269,0.003189115582308883,0.002400459532674367,0.004116660506187136,0.003627334877466972
38,2007-07-26,-0.021626448194671806,-0.01849036788580728,-0.020964403183832532,-0.02145191561437057,-0.021401689628872768,-0.020336868400992674,-0.02190130470798624
39,2007-07-27,-0.01589315347350816,-0.016103203705905456,-0.014822244542824856,-0.015902698552104483,-0.01607951290796239,-0.016115355706596217,-0.01652427239267041
40,2007-07-30,0.01262206538955837,0.004252589439919808,0.007987619609907206,0.011708709561038855,0.011729302040254184,0.010027257211723716,0.011407158038466985
41,2007-07-31,-0.011409507204022137,-0.012846819986274636,-0.013308033684280171,-0.011272518125946235,-0.011076084718346873,-0.011613354321286969,-0.009160159901481202
42,2007-08-01,0.008804696813418464,0.012930736321210435,0.012030374957382454,0.010119478664956428,0.010102517994568848,0.011307020813335665,0.012111085749968806
43,2007-08-02,0.007407759133802718,0.0024137952253289498,0.007209856024471979,0.006757709484109308,0.006971154290820236,0.006141516181773669,0.006923439350230561
44,2007-08-03,-0.028849152832069208,-0.01543923086348619,-0.02457123571459702,-0.028618669266101026,-0.02788325448603329,-0.0256495637285117,-0.028947944576027517
45,2007-08-06,0.025237867783060315,0.028118671526146777,0.017896392861895812,0.027939379831118778,0.0264450760787262,0.027828714437651992,0.027614622626406814
46,2007-08-07,0.004877479500143398,0.0034515997111817273,0.004171070208349101,0.004423366630475736,0.004202875692335467,0.003041905505472617,0.006238519647232832
47,2007-08-08,0.008936577248619636,0.0005942065117650853,0.007083407827919797,0.007925674650338815,0.00781371366368591,0.006977595373183323,0.006396171813968549
48,2007-08-09,-0.03159923530308355,-0.024275526850248016,-0.024245093113804003,-0.0319099538207652,-0.03096543990871902,-0.030772149765387398,-0.02997039606742286
49,2007-08-10,0.005724252930032076,0.005201534120400327,0.003641553442535087,0.006628594238375732,0.006367918084962312,0.00805799564750443,0.005457559800484373
50,2007-08-13,0.0013624732006517182,0.0004597964686730474,0.0014375163112683837,0.0012502348967748452,0.0015890950003508062,0.0021877321077585494,0.0013494579301676127
51,2007-08-14,-0.021320152874498458,-0.011427516682740736,-0.015235482079378124,-0.020251240768250554,-0.01949356487137034,-0.01780715167340182,-0.019217218251393286
