,Ticker,Name,Währung,Börse,Sektor,Branche
385,ESV,N/A,N/A,N/A,N/A,N/A
386,ETFC,N/A,N/A,N/A,N/A,N/A
387,ETN,Eaton Corporation plc,USD,NYQ,Industrials,Specialty Industrial Machinery
388,ETR,Entergy Corporation,USD,NYQ,Utilities,Utilities - Regulated Electric
389,ETS,Elite Express Holding Inc.,USD,NCM,Industrials,Trucking
390,ETSY,"Etsy, Inc.",USD,NMS,Consumer Cyclical,Internet Retail
391,EVHC,Envision Healthcare Corporation,N/A,YHD,N/A,N/A
392,EVRG,"Evergy, Inc.",USD,NMS,Utilities,Utilities - Regulated Electric
393,EW,Edwards Lifesciences Corporation,USD,NYQ,Healthcare,Medical Devices
394,EXC,Exelon Corporation,USD,NMS,Utilities,Utilities - Regulated Electric
395,EXPD,"Expeditors International of Washington, Inc.",USD,NYQ,Industrials,Integrated Freight & Logistics
396,EXPE,"Expedia Group, Inc.",USD,NMS,Consumer Cyclical,Travel Services
397,EXR,Extra Space Storage Inc.,USD,NYQ,Real Estate,REIT - Industrial
398,F,Ford Motor Company,USD,NYQ,Consumer Cyclical,Auto Manufacturers
399,FANG,"Diamondback Energy, Inc.",USD,NMS,Energy,Oil & Gas E&P
400,FAST,Fastenal Company,USD,NMS,Industrials,Industrial Distribution
401,FB,ProShares S&P 500 Dynamic Daily Buffer ETF,USD,BTS,N/A,N/A
402,FBF,N/A,N/A,YHD,N/A,N/A
403,FBHS,N/A,N/A,N/A,N/A,N/A
404,FBO,N/A,N/A,NMS,N/A,N/A
405,FCN,"FTI Consulting, Inc.",USD,NYQ,Industrials,Consulting Services
406,FCPT,"Four Corners Property Trust, Inc.",USD,NYQ,Real Estate,REIT - Retail
407,FCX,Freeport-McMoRan Inc.,USD,NYQ,Basic Materials,Copper
408,FDC,N/A,N/A,N/A,N/A,N/A
409,FDO,N/A,N/A,YHD,N/A,N/A
410,FDS,FactSet Research Systems Inc.,USD,NYQ,Financial Services,Financial Data & Stock Exchanges
411,FDX,FedEx Corporation,USD,NYQ,Industrials,Integrated Freight & Logistics
412,FE,FirstEnergy Corp.,USD,NYQ,Utilities,Utilities - Regulated Electric
413,FFIV,"F5, Inc.",USD,NMS,Technology,Software - Infrastructure
414,FG,"F&G Annuities & Life, Inc.",USD,NYQ,Financial Services,Insurance - Life
415,FHN,First Horizon Corporation,USD,NYQ,Financial Services,Banks - Regional
416,FI,"Fiserv, Inc.",USD,NYQ,Technology,Information Technology Services
417,FICO,Fair Isaac Corporation,USD,NYQ,Technology,Software - Application
418,FII,N/A,N/A,N/A,N/A,N/A
419,FIS,"Fidelity National Information Services, Inc.",USD,NYQ,Technology,Information Technology Services
420,FISV,N/A,N/A,N/A,N/A,N/A
421,FITB,Fifth Third Bancorp,USD,NMS,Financial Services,Banks - Regional
422,FJ,N/A,N/A,YHD,N/A,N/A
423,FL,"Foot Locker, Inc.",USD,NYQ,Consumer Cyclical,Apparel Retail
424,FLIR,N/A,N/A,N/A,N/A,N/A
425,FLMIQ,N/A,N/A,YHD,N/A,N/A
426,FLR,Fluor Corporation,USD,NYQ,Industrials,Engineering & Construction
427,FLS,Flowserve Corporation,USD,NYQ,Industrials,Specialty Industrial Machinery
428,FLT,N/A,N/A,N/A,N/A,N/A
429,FLTWQ,N/A,N/A,N/A,N/A,N/A
430,FMC,FMC Corporation,USD,NYQ,Basic Materials,Agricultural Inputs
431,FMCC,Federal Home Loan Mortgage Corporation,USD,OQB,Financial Services,Mortgage Finance
432,FMY,First Trust Mortgage Income Fund,USD,NYQ,Financial Services,Asset Management
433,FNMA,Federal National Mortgage Association,USD,OQB,Financial Services,Mortgage Finance
434,FOSL,"Fossil Group, Inc.",USD,NMS,Consumer Cyclical,Footwear & Accessories
435,FOX,Fox Corporation,USD,NMS,Communication Services,Entertainment
436,FOXA,Fox Corporation,USD,NMS,Communication Services,Entertainment
437,FPC,N/A,N/A,YHD,N/A,N/A
438,FRC,N/A,N/A,N/A,N/A,N/A
439,FRO,Frontline plc,USD,NYQ,Energy,Oil & Gas Midstream
440,FRT,Federal Realty Investment Trust,USD,NYQ,Real Estate,REIT - Retail
441,FRX,N/A,N/A,N/A,N/A,N/A
442,FSH,N/A,N/A,YHD,N/A,N/A
443,FSL,N/A,N/A,YHD,N/A,N/A
444,FSLR,"First Solar, Inc.",USD,NMS,Technology,Solar
445,FTI,TechnipFMC plc,USD,NYQ,Energy,Oil & Gas Equipment & Services
446,FTL.A,N/A,N/A,N/A,N/A,N/A
447,FTNT,"Fortinet, Inc.",USD,NMS,Technology,Software - Infrastructure
448,FTR,N/A,N/A,N/A,N/A,N/A
449,FTV,Fortive Corporation,USD,NYQ,Technology,Scientific & Technical Instruments
450,FWLT,N/A,N/A,YHD,N/A,N/A
451,G,Genpact Limited,USD,NYQ,Technology,Information Technology Services
452,GAPTQ,N/A,N/A,YHD,N/A,N/A
453,GAS,N/A,N/A,YHD,N/A,N/A
454,GD,General Dynamics Corporation,USD,NYQ,Industrials,Aerospace & Defense
455,GDDY,GoDaddy Inc.,USD,NYQ,Technology,Software - Infrastructure
456,GDT,N/A,N/A,YHD,N/A,N/A
457,GDW,N/A,N/A,YHD,N/A,N/A
458,GE,GE Aerospace,USD,NYQ,Industrials,Aerospace & Defense
459,GEHC,GE HealthCare Technologies Inc.,USD,NMS,Healthcare,Health Information Services
460,GEN,Gen Digital Inc.,USD,NMS,Technology,Software - Infrastructure
461,GENZ,N/A,N/A,YHD,N/A,N/A
462,GEV,GE Vernova Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
463,GFS.A,N/A,N/A,N/A,N/A,N/A
464,GGP,GGP Inc.,0.5,YHD,N/A,N/A
465,GHC,Graham Holdings Company,USD,NYQ,Consumer Defensive,Education & Training Services
466,GIDL,N/A,N/A,N/A,N/A,N/A
467,GILD,"Gilead Sciences, Inc.",USD,NMS,Healthcare,Drug Manufacturers - General
468,GIS,"General Mills, Inc.",USD,NYQ,Consumer Defensive,Packaged Foods
469,GL,Globe Life Inc.,USD,NYQ,Financial Services,Insurance - Life
470,GLD,SPDR Gold Shares,USD,PCX,N/A,N/A
471,GLK,N/A,N/A,YHD,N/A,N/A
472,GLW,Corning Incorporated,USD,NYQ,Technology,Electronic Components
473,GM,General Motors Company,USD,NYQ,Consumer Cyclical,Auto Manufacturers
474,GMCR,N/A,N/A,YHD,N/A,N/A
475,GME,GameStop Corp.,USD,NYQ,Consumer Cyclical,Specialty Retail
476,GNRC,Generac Holdings Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
477,GNT,"GAMCO Natural Resources, Gold & Income Trust",USD,NYQ,Financial Services,Asset Management
478,GNW,"Genworth Financial, Inc.",USD,NYQ,Financial Services,Insurance - Life
479,GOOG,Alphabet Inc.,USD,NMS,Communication Services,Internet Content & Information
480,GOOGL,Alphabet Inc.,USD,NMS,Communication Services,Internet Content & Information
481,GP,GreenPower Motor Company Inc.,USD,NCM,Industrials,Farm & Heavy Construction Machinery
482,GPC,Genuine Parts Company,USD,NYQ,Consumer Cyclical,Auto Parts
483,GPN,Global Payments Inc.,USD,NYQ,Industrials,Specialty Business Services
484,GPS,N/A,N/A,N/A,N/A,N/A
485,GPU,N/A,N/A,YHD,N/A,N/A
486,GR,N/A,N/A,YHD,N/A,N/A
487,GRA,N/A,N/A,N/A,N/A,N/A
488,GRMN,Garmin Ltd.,USD,NYQ,Technology,Scientific & Technical Instruments
489,GRN,iPath Series B Carbon ETN,USD,PCX,N/A,N/A
490,GS,"The Goldman Sachs Group, Inc.",USD,NYQ,Financial Services,Capital Markets
491,GSX,Tradr 2X Long GS Daily ETF,USD,BTS,N/A,N/A
492,GT,The Goodyear Tire & Rubber Company,USD,NMS,Consumer Cyclical,Auto Parts
493,GTE,Gran Tierra Energy Inc.,USD,ASE,Energy,Oil & Gas E&P
494,GTW,N/A,N/A,YHD,N/A,N/A
495,GWF,N/A,N/A,YHD,N/A,N/A
496,GWW,"W.W. Grainger, Inc.",USD,NYQ,Industrials,Industrial Distribution
497,GX,N/A,N/A,YHD,N/A,N/A
498,H,Hyatt Hotels Corporation,USD,NYQ,Consumer Cyclical,Lodging
499,HAL,Halliburton Company,USD,NYQ,Energy,Oil & Gas Equipment & Services
500,HAR,N/A,N/A,YHD,N/A,N/A
501,HAS,"Hasbro, Inc.",USD,NMS,Consumer Cyclical,Leisure
502,HBAN,Huntington Bancshares Incorporated,USD,NMS,Financial Services,Banks - Regional
503,HBI,Hanesbrands Inc.,USD,NYQ,Consumer Cyclical,Apparel Manufacturing
504,HBOC,N/A,N/A,YHD,N/A,N/A
505,HCA,"HCA Healthcare, Inc.",USD,NYQ,Healthcare,Medical Care Facilities
506,HCBK,N/A,N/A,YHD,N/A,N/A
507,HCP,N/A,N/A,N/A,N/A,N/A
508,HCR,N/A,N/A,N/A,N/A,N/A
509,HD,"The Home Depot, Inc.",USD,NYQ,Consumer Cyclical,Home Improvement Retail
510,HDLM,N/A,N/A,N/A,N/A,N/A
511,HES,N/A,N/A,N/A,N/A,N/A
512,HET,N/A,N/A,YHD,N/A,N/A
513,HFC,N/A,N/A,N/A,N/A,N/A
514,HFS,N/A,N/A,NMS,N/A,N/A
515,HI,"Hillenbrand, Inc.",USD,NYQ,Industrials,Specialty Industrial Machinery
516,HIG,"The Hartford Insurance Group, Inc.",USD,NYQ,Financial Services,Insurance - Property & Casualty
517,HII,"Huntington Ingalls Industries, Inc.",USD,NYQ,Industrials,Aerospace & Defense
518,HLT,Hilton Worldwide Holdings Inc.,USD,NYQ,Consumer Cyclical,Lodging
519,HM,N/A,N/A,YHD,N/A,N/A
520,HMA,N/A,N/A,N/A,N/A,N/A
521,HNZ,N/A,N/A,YHD,N/A,N/A
522,HOG,"Harley-Davidson, Inc.",USD,NYQ,Consumer Cyclical,Recreational Vehicles
523,HOLX,"Hologic, Inc.",USD,NMS,Healthcare,Medical Instruments & Supplies
524,HON,Honeywell International Inc.,USD,NMS,Industrials,Conglomerates
525,HOT,N/A,N/A,YHD,N/A,N/A
526,HP,"Helmerich & Payne, Inc.",USD,NYQ,Energy,Oil & Gas Drilling
527,HPC,N/A,N/A,YHD,N/A,N/A
528,HPE,Hewlett Packard Enterprise Company,USD,NYQ,Technology,Communication Equipment
529,HPH,N/A,N/A,N/A,N/A,N/A
530,HPQ,HP Inc.,USD,NYQ,Technology,Computer Hardware
531,HRB,"H&R Block, Inc.",USD,NYQ,Consumer Cyclical,Personal Services
532,HRL,Hormel Foods Corporation,USD,NYQ,Consumer Defensive,Packaged Foods
533,HRS,N/A,N/A,N/A,N/A,N/A
534,HSH,N/A,N/A,YHD,N/A,N/A
535,HSIC,"Henry Schein, Inc.",USD,NMS,Healthcare,Medical Distribution
536,HSP,N/A,N/A,YHD,N/A,N/A
537,HST,"Host Hotels & Resorts, Inc.",USD,NMS,Real Estate,REIT - Hotel & Motel
538,HSY,The Hershey Company,USD,NYQ,Consumer Defensive,Confectioners
539,HUBB,Hubbell Incorporated,USD,NYQ,Industrials,Electrical Equipment & Parts
540,HUM,Humana Inc.,USD,NYQ,Healthcare,Healthcare Plans
541,HWM,Howmet Aerospace Inc.,USD,NYQ,Industrials,Aerospace & Defense
542,I,N/A,N/A,N/A,N/A,N/A
543,IAC,IAC Inc.,USD,NMS,Communication Services,Internet Content & Information
544,IBM,International Business Machines Corporation,USD,NYQ,Technology,Information Technology Services
545,ICE,"Intercontinental Exchange, Inc.",USD,NYQ,Financial Services,Financial Data & Stock Exchanges
546,IDXX,"IDEXX Laboratories, Inc.",USD,NMS,Healthcare,Diagnostics & Research
547,IEX,IDEX Corporation,USD,NYQ,Industrials,Specialty Industrial Machinery
548,IFF,International Flavors & Fragrances Inc.,USD,NYQ,Basic Materials,Specialty Chemicals
549,IGT,N/A,N/A,N/A,N/A,N/A
550,IKN,N/A,N/A,YHD,N/A,N/A
551,ILMN,"Illumina, Inc.",USD,NMS,Healthcare,Diagnostics & Research
552,IMNX,N/A,N/A,YHD,N/A,N/A
553,INCLF,N/A,N/A,N/A,N/A,N/A
554,INCY,Incyte Corporation,USD,NMS,Healthcare,Biotechnology
555,INFO,Harbor PanAgora Dynamic Large Cap Core ETF,USD,PCX,N/A,N/A
556,INGR,Ingredion Incorporated,USD,NYQ,Consumer Defensive,Packaged Foods
557,INTC,Intel Corporation,USD,NMS,Technology,Semiconductors
558,INTU,Intuit Inc.,USD,NMS,Technology,Software - Application
559,INVH,Invitation Homes Inc.,USD,NYQ,Real Estate,REIT - Residential
560,IP,International Paper Company,USD,NYQ,Consumer Cyclical,Packaging & Containers
561,IPG,"The Interpublic Group of Companies, Inc.",USD,NYQ,Communication Services,Advertising Agencies
562,IPGP,IPG Photonics Corporation,USD,NMS,Technology,Semiconductor Equipment & Materials
563,IQV,IQVIA Holdings Inc.,USD,NYQ,Healthcare,Diagnostics & Research
564,IR,Ingersoll Rand Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
565,IRM,Iron Mountain Incorporated,USD,NYQ,Real Estate,REIT - Specialty
566,ISRG,"Intuitive Surgical, Inc.",USD,NMS,Healthcare,Medical Instruments & Supplies
567,IT,"Gartner, Inc.",USD,NYQ,Technology,Information Technology Services
568,ITT,ITT Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
569,ITW,Illinois Tool Works Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
570,IVZ,Invesco Ltd.,USD,NYQ,Financial Services,Asset Management
571,J,Jacobs Solutions Inc.,USD,NYQ,Industrials,Engineering & Construction
572,JAVA,JPMorgan Active Value ETF,USD,PCX,N/A,N/A
573,JBHT,"J.B. Hunt Transport Services, Inc.",USD,NMS,Industrials,Integrated Freight & Logistics
574,JBL,Jabil Inc.,USD,NYQ,Technology,Electronic Components
575,JCI,Johnson Controls International plc,USD,NYQ,Industrials,Building Products & Equipment
576,JCP,N/A,N/A,N/A,N/A,N/A
577,JEC,N/A,N/A,N/A,N/A,N/A
578,JEF,Jefferies Financial Group Inc.,USD,NYQ,Financial Services,Capital Markets
579,JH,N/A,N/A,YHD,N/A,N/A
580,JHF,N/A,N/A,YHD,N/A,N/A
581,JKHY,"Jack Henry & Associates, Inc.",USD,NMS,Technology,Information Technology Services
582,JNJ,Johnson & Johnson,USD,NYQ,Healthcare,Drug Manufacturers - General
583,JNPR,N/A,N/A,N/A,N/A,N/A
584,JNS,N/A,N/A,YHD,N/A,N/A
585,JNY,N/A,N/A,YHD,N/A,N/A
586,JOS,N/A,N/A,NMS,N/A,N/A
587,JOY,N/A,N/A,YHD,N/A,N/A
588,JP,N/A,N/A,N/A,N/A,N/A
589,JPM,JPMorgan Chase & Co.,USD,NYQ,Financial Services,Banks - Diversified
590,JWN,N/A,N/A,N/A,N/A,N/A
591,K,Kellanova,USD,NYQ,Consumer Defensive,Packaged Foods
592,KATE,N/A,N/A,YHD,N/A,N/A
593,KBH,KB Home,USD,NYQ,Consumer Cyclical,Residential Construction
594,KDP,Keurig Dr Pepper Inc.,USD,NMS,Consumer Defensive,Beverages - Non-Alcoholic
595,KEY,KeyCorp,USD,NYQ,Financial Services,Banks - Regional
596,KEYS,"Keysight Technologies, Inc.",USD,NYQ,Technology,Scientific & Technical Instruments
597,KG,Kestrel Group Ltd,USD,NCM,Financial Services,Insurance Brokers
598,KHC,The Kraft Heinz Company,USD,NMS,Consumer Defensive,Packaged Foods
599,KIM,Kimco Realty Corporation,USD,NYQ,Real Estate,REIT - Retail
600,KKR,KKR & Co. Inc.,USD,NYQ,Financial Services,Asset Management
601,KLAC,KLA Corporation,USD,NMS,Technology,Semiconductor Equipment & Materials
602,KM,N/A,N/A,YHD,N/A,N/A
603,KMB,Kimberly-Clark Corporation,USD,NMS,Consumer Defensive,Household & Personal Products
604,KMG,"KMG Chemicals, Inc.",N/A,YHD,N/A,N/A
605,KMI,"Kinder Morgan, Inc.",USD,NYQ,Energy,Oil & Gas Midstream
606,KMX,"CarMax, Inc.",USD,NYQ,Consumer Cyclical,Auto & Truck Dealerships
607,KO,The Coca-Cola Company,USD,NYQ,Consumer Defensive,Beverages - Non-Alcoholic
608,KORS,Michael Kors Holdings Limited,N/A,YHD,N/A,N/A
609,KR,The Kroger Co.,USD,NYQ,Consumer Defensive,Grocery Stores
610,KRB,N/A,N/A,YHD,N/A,N/A
611,KRFT,N/A,N/A,YHD,N/A,N/A
612,KRI,N/A,N/A,YHD,N/A,N/A
613,KSE,N/A,N/A,YHD,N/A,N/A
614,KSS,Kohl's Corporation,USD,NYQ,Consumer Cyclical,Department Stores
615,KSU,N/A,N/A,N/A,N/A,N/A
616,KVUE,Kenvue Inc.,USD,NYQ,Consumer Defensive,Household & Personal Products
617,KWP,N/A,N/A,YHD,N/A,N/A
618,L,Loews Corporation,USD,NYQ,Financial Services,Insurance - Property & Casualty
619,LB,LandBridge Company LLC,USD,NYQ,Energy,Oil & Gas Equipment & Services
620,LDG,N/A,N/A,YHD,N/A,N/A
621,LDOS,"Leidos Holdings, Inc.",USD,NYQ,Technology,Information Technology Services
622,LDW.B,N/A,N/A,N/A,N/A,N/A
623,LEG,"Leggett & Platt, Incorporated",USD,NYQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
624,LEHMQ,N/A,N/A,YHD,N/A,N/A
625,LEN,Lennar Corporation,USD,NYQ,Consumer Cyclical,Residential Construction
626,LH,Labcorp Holdings Inc.,USD,NYQ,Healthcare,Diagnostics & Research
627,LHX,"L3Harris Technologies, Inc.",USD,NYQ,Industrials,Aerospace & Defense
628,LIFE,N/A,N/A,N/A,N/A,N/A
629,LII,Lennox International Inc.,USD,NYQ,Industrials,Building Products & Equipment
630,LIN,Linde plc,USD,NMS,Basic Materials,Specialty Chemicals
631,LKQ,LKQ Corporation,USD,NMS,Consumer Cyclical,Auto Parts
632,LLL,N/A,N/A,N/A,N/A,N/A
633,LLTC,N/A,N/A,YHD,N/A,N/A
634,LLX,N/A,N/A,NMS,N/A,N/A
635,LLY,Eli Lilly and Company,USD,NYQ,Healthcare,Drug Manufacturers - General
636,LM,N/A,N/A,N/A,N/A,N/A
637,LMT,Lockheed Martin Corporation,USD,NYQ,Industrials,Aerospace & Defense
638,LNC,Lincoln National Corporation,USD,NYQ,Financial Services,Insurance - Life
639,LNT,Alliant Energy Corporation,USD,NMS,Utilities,Utilities - Regulated Electric
640,LO,N/A,N/A,YHD,N/A,N/A
641,LOR,N/A,N/A,N/A,N/A,N/A
642,LOW,"Lowe's Companies, Inc.",USD,NYQ,Consumer Cyclical,Home Improvement Retail
643,LPX,Louisiana-Pacific Corporation,USD,NYQ,Industrials,Building Products & Equipment
644,LRCX,Lam Research Corporation,USD,NMS,Technology,Semiconductor Equipment & Materials
645,LSI,N/A,N/A,N/A,N/A,N/A
646,LU,Lufax Holding Ltd,USD,NYQ,Financial Services,Credit Services
647,LUB,N/A,N/A,N/A,N/A,N/A
648,LULU,lululemon athletica inc.,USD,NMS,Consumer Cyclical,Apparel Retail
649,LUMN,"Lumen Technologies, Inc.",USD,NYQ,Communication Services,Telecom Services
650,LUV,Southwest Airlines Co.,USD,NYQ,Industrials,Airlines
651,LVLT,N/A,N/A,YHD,N/A,N/A
652,LVS,Las Vegas Sands Corp.,USD,NYQ,Consumer Cyclical,Resorts & Casinos
653,LW,"Lamb Weston Holdings, Inc.",USD,NYQ,Consumer Defensive,Packaged Foods
654,LXK,N/A,N/A,YHD,N/A,N/A
655,LYB,LyondellBasell Industries N.V.,USD,NYQ,Basic Materials,Specialty Chemicals
656,LYV,"Live Nation Entertainment, Inc.",USD,NYQ,Communication Services,Entertainment
657,M,"Macy's, Inc.",USD,NYQ,Consumer Cyclical,Department Stores
658,MA,Mastercard Incorporated,USD,NYQ,Financial Services,Credit Services
659,MAA,"Mid-America Apartment Communities, Inc.",USD,NYQ,Real Estate,REIT - Residential
660,MAC,The Macerich Company,USD,NYQ,Real Estate,REIT - Retail
661,MAR,"Marriott International, Inc.",USD,NMS,Consumer Cyclical,Lodging
662,MAS,Masco Corporation,USD,NYQ,Industrials,Building Products & Equipment
663,MAT,"Mattel, Inc.",USD,NMS,Consumer Cyclical,Leisure
664,MAY,N/A,N/A,YHD,N/A,N/A
665,MBI,MBIA Inc.,USD,NYQ,Financial Services,Insurance - Specialty
666,MCD,McDonald's Corporation,USD,NYQ,Consumer Cyclical,Restaurants
667,MCHP,Microchip Technology Incorporated,USD,NMS,Technology,Semiconductors
668,MCIC,"MultiCorp International, Inc.",USD,PNK,Healthcare,Drug Manufacturers - Specialty & Generic
669,MCK,McKesson Corporation,USD,NYQ,Healthcare,Medical Distribution
670,MCO,Moody's Corporation,USD,NYQ,Financial Services,Financial Data & Stock Exchanges
671,MD,"Pediatrix Medical Group, Inc.",USD,NYQ,Healthcare,Medical Care Facilities
672,MDLZ,"Mondelez International, Inc.",USD,NMS,Consumer Defensive,Confectioners
673,MDP,N/A,N/A,N/A,N/A,N/A
674,MDR,N/A,N/A,N/A,N/A,N/A
675,MDT,Medtronic plc,USD,NYQ,Healthcare,Medical Devices
676,MEA,N/A,N/A,YHD,N/A,N/A
677,MEDI,Harbor Health Care ETF,USD,PCX,N/A,N/A
678,MEE,N/A,N/A,YHD,N/A,N/A
679,MEL,N/A,N/A,YHD,N/A,N/A
680,MER,Meren Energy Inc.,USD,PNK,N/A,N/A
681,MERQ,N/A,N/A,YHD,N/A,N/A
682,MET,"MetLife, Inc.",USD,NYQ,Financial Services,Insurance - Life
683,META,"Meta Platforms, Inc.",USD,NMS,Communication Services,Internet Content & Information
684,MFE,N/A,N/A,YHD,N/A,N/A
685,MGM,MGM Resorts International,USD,NYQ,Consumer Cyclical,Resorts & Casinos
686,MHK,"Mohawk Industries, Inc.",USD,NYQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
687,MHS,Morningstar US Healthcare,N/A,YHD,N/A,N/A
688,MI,NFT Limited,USD,ASE,Consumer Cyclical,Internet Retail
689,MII,N/A,N/A,YHD,N/A,N/A
690,MIL,N/A,N/A,YHD,N/A,N/A
691,MIR,"Mirion Technologies, Inc.",USD,NYQ,Industrials,Specialty Industrial Machinery
692,MJN,N/A,N/A,YHD,N/A,N/A
693,MKC,"McCormick & Company, Incorporated",USD,NYQ,Consumer Defensive,Packaged Foods
694,MKG,N/A,N/A,YHD,N/A,N/A
695,MKTX,MarketAxess Holdings Inc.,USD,NMS,Financial Services,Capital Markets
696,MLM,"Martin Marietta Materials, Inc.",USD,NYQ,Basic Materials,Building Materials
697,MMC,"Marsh & McLennan Companies, Inc.",USD,NYQ,Financial Services,Insurance Brokers
698,MMI,"Marcus & Millichap, Inc.",USD,NYQ,Real Estate,Real Estate Services
699,MMM,3M Company,USD,NYQ,Industrials,Conglomerates
700,MNK,N/A,N/A,N/A,N/A,N/A
701,MNR,N/A,USD,NYQ,Energy,Oil & Gas E&P
702,MNST,Monster Beverage Corporation,USD,NMS,Consumer Defensive,Beverages - Non-Alcoholic
703,MO,"Altria Group, Inc.",USD,NYQ,Consumer Defensive,Tobacco
704,MOB,Mobilicom Limited,USD,NCM,Industrials,Aerospace & Defense
705,MOH,"Molina Healthcare, Inc.",USD,NYQ,Healthcare,Healthcare Plans
706,MOLX,N/A,N/A,YHD,N/A,N/A
707,MON,N/A,N/A,N/A,N/A,N/A
708,MOS,The Mosaic Company,USD,NYQ,Basic Materials,Agricultural Inputs
709,MPC,Marathon Petroleum Corporation,USD,NYQ,Energy,Oil & Gas Refining & Marketing
710,MPWR,"Monolithic Power Systems, Inc.",USD,NMS,Technology,Semiconductors
711,MRK,"Merck & Co., Inc.",USD,NYQ,Healthcare,Drug Manufacturers - General
712,MRNA,"Moderna, Inc.",USD,NMS,Healthcare,Biotechnology
713,MRO,N/A,N/A,N/A,N/A,N/A
714,MS,Morgan Stanley,USD,NYQ,Financial Services,Capital Markets
715,MSCI,MSCI Inc.,USD,NYQ,Financial Services,Financial Data & Stock Exchanges
716,MSFT,Microsoft Corporation,USD,NMS,Technology,Software - Infrastructure
717,MSI,"Motorola Solutions, Inc.",USD,NYQ,Technology,Communication Equipment
718,MST,Defiance Leveraged Long + Income MSTR ETF,USD,NGM,N/A,N/A
719,MTB,M&T Bank Corporation,USD,NYQ,Financial Services,Banks - Regional
720,MTCH,"Match Group, Inc.",USD,NMS,Communication Services,Internet Content & Information
721,MTD,Mettler-Toledo International Inc.,USD,NYQ,Healthcare,Diagnostics & Research
722,MTG,MGIC Investment Corporation,USD,NYQ,Financial Services,Insurance - Specialty
723,MTL,N/A,N/A,N/A,N/A,N/A
724,MTLQQ,N/A,N/A,YHD,N/A,N/A
725,MTW,"The Manitowoc Company, Inc.",USD,NYQ,Industrials,Farm & Heavy Construction Machinery
726,MU,"Micron Technology, Inc.",USD,NMS,Technology,Semiconductors
727,MUR,Murphy Oil Corporation,USD,NYQ,Energy,Oil & Gas E&P
728,MWI,N/A,N/A,YHD,N/A,N/A
729,MWV,N/A,N/A,YHD,N/A,N/A
730,MWW,N/A,N/A,YHD,N/A,N/A
731,MXIM,N/A,N/A,N/A,N/A,N/A
732,MYG,N/A,N/A,YHD,N/A,N/A
733,MYL,N/A,N/A,N/A,N/A,N/A
734,MZIAQ,N/A,N/A,N/A,N/A,N/A
735,NAE,N/A,N/A,NMS,N/A,N/A
736,NAV,N/A,N/A,N/A,N/A,N/A
737,NAVI,Navient Corporation,USD,NMS,Financial Services,Credit Services
738,NBL,N/A,N/A,N/A,N/A,N/A
739,NBR,Nabors Industries Ltd.,USD,NYQ,Energy,Oil & Gas Drilling
740,NC,"NACCO Industries, Inc.",USD,NYQ,Energy,Thermal Coal
741,NCC,N/A,N/A,YHD,N/A,N/A
742,NCE,N/A,N/A,YHD,N/A,N/A
743,NCLH,Norwegian Cruise Line Holdings Ltd.,USD,NYQ,Consumer Cyclical,Travel Services
744,NCR,N/A,N/A,N/A,N/A,N/A
745,NDAQ,"Nasdaq, Inc.",USD,NMS,Financial Services,Financial Data & Stock Exchanges
746,NDSN,Nordson Corporation,USD,NMS,Industrials,Specialty Industrial Machinery
747,NE,Noble Corporation plc,USD,NYQ,Energy,Oil & Gas Drilling
748,NEE,"NextEra Energy, Inc.",USD,NYQ,Utilities,Utilities - Regulated Electric
749,NEM,Newmont Corporation,USD,NYQ,Basic Materials,Gold
750,NFB,N/A,N/A,YHD,N/A,N/A
751,NFLX,"Netflix, Inc.",USD,NMS,Communication Services,Entertainment
752,NFX,Newfield Exploration Company,N/A,YHD,N/A,N/A
753,NGH,N/A,N/A,YHD,N/A,N/A
754,NI,NiSource Inc.,USD,NYQ,Utilities,Utilities - Regulated Gas
755,NKE,"NIKE, Inc.",USD,NYQ,Consumer Cyclical,Footwear & Accessories
756,NKTR,Nektar Therapeutics,USD,NCM,Healthcare,Biotechnology
757,NLC,N/A,N/A,YHD,N/A,N/A
758,NLOK,N/A,N/A,N/A,N/A,N/A
759,NLSN,N/A,N/A,N/A,N/A,N/A
760,NLV,N/A,N/A,NMS,N/A,N/A
761,NMK,N/A,N/A,YHD,N/A,N/A
762,NOC,Northrop Grumman Corporation,USD,NYQ,Industrials,Aerospace & Defense
763,NOV,NOV Inc.,USD,NYQ,Energy,Oil & Gas Equipment & Services
764,NOVL,N/A,N/A,YHD,N/A,N/A
765,NOW,"ServiceNow, Inc.",USD,NYQ,Technology,Software - Application
766,NRG,"NRG Energy, Inc.",USD,NYQ,Utilities,Utilities - Independent Power Producers
767,NRTLQ,N/A,N/A,N/A,N/A,N/A
768,NSC,Norfolk Southern Corporation,USD,NYQ,Industrials,Railroads
769,NSI,National Security Emerging Markets Index ETF,USD,NGM,N/A,N/A
770,NSM,Nationstar Mortgage Holdings Inc.,N/A,YHD,N/A,N/A
771,NTAP,"NetApp, Inc.",USD,NMS,Technology,Software - Infrastructure
