,Ticker,Name,Währung,Börse,Sektor,Branche
766,MWI,N/A,N/A,YHD,N/A,N/A
767,MWV,N/A,N/A,YHD,N/A,N/A
768,MWW,N/A,N/A,YHD,N/A,N/A
769,MXIM,N/A,N/A,N/A,N/A,N/A
770,MXIM,N/A,N/A,N/A,N/A,N/A
771,MYG,N/A,N/A,YHD,N/A,N/A
772,MYL,N/A,N/A,N/A,N/A,N/A
773,MZIAQ,N/A,N/A,N/A,N/A,N/A
774,NAE,N/A,N/A,NMS,N/A,N/A
775,NAV,N/A,N/A,N/A,N/A,N/A
776,NAVI,Navient Corporation,USD,NMS,Financial Services,Credit Services
777,NBL,N/A,N/A,N/A,N/A,N/A
778,NBR,Nabors Industries Ltd.,USD,NYQ,Energy,Oil & Gas Drilling
779,NC,"NACCO Industries, Inc.",USD,NYQ,Energy,Thermal Coal
780,NCC,N/A,N/A,YHD,N/A,N/A
781,NCE,N/A,N/A,YHD,N/A,N/A
782,NCLH,Norwegian Cruise Line Holdings Ltd.,USD,NYQ,Consumer Cyclical,Travel Services
783,NCR,N/A,N/A,N/A,N/A,N/A
784,NDAQ,"Nasdaq, Inc.",USD,NMS,Financial Services,Financial Data & Stock Exchanges
785,NDSN,Nordson Corporation,USD,NMS,Industrials,Specialty Industrial Machinery
786,NE,Noble Corporation plc,USD,NYQ,Energy,Oil & Gas Drilling
787,NE,Noble Corporation plc,USD,NYQ,Energy,Oil & Gas Drilling
788,NEE,"NextEra Energy, Inc.",USD,NYQ,Utilities,Utilities - Regulated Electric
789,NEM,Newmont Corporation,USD,NYQ,Basic Materials,Gold
790,NFB,N/A,N/A,YHD,N/A,N/A
791,NFLX,"Netflix, Inc.",USD,NMS,Communication Services,Entertainment
792,NFX,Newfield Exploration Company,N/A,YHD,N/A,N/A
793,NGH,N/A,N/A,YHD,N/A,N/A
794,NI,NiSource Inc.,USD,NYQ,Utilities,Utilities - Regulated Gas
795,NKE,"NIKE, Inc.",USD,NYQ,Consumer Cyclical,Footwear & Accessories
796,NKTR,Nektar Therapeutics,USD,NCM,Healthcare,Biotechnology
797,NLC,N/A,N/A,YHD,N/A,N/A
798,NLOK,N/A,N/A,N/A,N/A,N/A
799,NLSN,N/A,N/A,NYQ,N/A,N/A
800,NLV,N/A,N/A,NMS,N/A,N/A
801,NMK,N/A,N/A,YHD,N/A,N/A
802,NOC,Northrop Grumman Corporation,USD,NYQ,Industrials,Aerospace & Defense
803,NOV,NOV Inc.,USD,NYQ,Energy,Oil & Gas Equipment & Services
804,NOVL,N/A,N/A,YHD,N/A,N/A
805,NOW,"ServiceNow, Inc.",USD,NYQ,Technology,Software - Application
806,NRG,"NRG Energy, Inc.",USD,NYQ,Utilities,Utilities - Independent Power Producers
807,NRTLQ,N/A,N/A,N/A,N/A,N/A
808,NSC,Norfolk Southern Corporation,USD,NYQ,Industrials,Railroads
809,NSI,National Security Emerging Markets Index ETF,USD,NGM,N/A,N/A
810,NSM,Nationstar Mortgage Holdings Inc.,N/A,YHD,N/A,N/A
811,NTAP,"NetApp, Inc.",USD,NMS,Technology,Computer Hardware
812,NTRS,Northern Trust Corporation,USD,NMS,Financial Services,Asset Management
813,NUE,Nucor Corporation,USD,NYQ,Basic Materials,Steel
814,NVDA,NVIDIA Corporation,USD,NMS,Technology,Semiconductors
815,NVLS,N/A,N/A,YHD,N/A,N/A
816,NVR,"NVR, Inc.",USD,NYQ,Consumer Cyclical,Residential Construction
817,NWL,Newell Brands Inc.,USD,NMS,Consumer Defensive,Household & Personal Products
818,NWS,News Corporation,USD,NMS,Communication Services,Entertainment
819,NWSA,News Corporation,USD,NMS,Communication Services,Entertainment
820,NXPI,NXP Semiconductors N.V.,USD,NMS,Technology,Semiconductors
821,NXTL,N/A,N/A,YHD,N/A,N/A
822,NYN,N/A,N/A,NMS,N/A,N/A
823,NYT,The New York Times Company,USD,NYQ,Communication Services,Publishing
824,NYX,"NYIAX, Inc. Common Stock",N/A,NAS,N/A,N/A
825,O,Realty Income Corporation,USD,NYQ,Real Estate,REIT - Retail
826,OAT,N/A,N/A,YHD,N/A,N/A
827,ODFL,"Old Dominion Freight Line, Inc.",USD,NMS,Industrials,Trucking
828,ODP,The ODP Corporation,USD,NMS,Consumer Cyclical,Specialty Retail
829,OGN,Organon & Co.,USD,NYQ,Healthcare,Drug Manufacturers - General
830,OI,"O-I Glass, Inc.",USD,NYQ,Consumer Cyclical,Packaging & Containers
831,OI,"O-I Glass, Inc.",USD,NYQ,Consumer Cyclical,Packaging & Containers
832,OK,N/A,N/A,YHD,N/A,N/A
833,OKE,"ONEOK, Inc.",USD,NYQ,Energy,Oil & Gas Midstream
834,OKE,"ONEOK, Inc.",USD,NYQ,Energy,Oil & Gas Midstream
835,OM,"Outset Medical, Inc.",USD,NMS,Healthcare,Medical Devices
836,OMC,Omnicom Group Inc.,USD,NYQ,Communication Services,Advertising Agencies
837,OMX,N/A,N/A,YHD,N/A,N/A
838,ON,ON Semiconductor Corporation,USD,NMS,Technology,Semiconductors
839,ONE,N/A,N/A,N/A,N/A,N/A
840,ORCL,Oracle Corporation,USD,NYQ,Technology,Software - Infrastructure
841,ORLY,"O'Reilly Automotive, Inc.",USD,NMS,Consumer Cyclical,Auto Parts
842,ORX,N/A,N/A,YHD,N/A,N/A
843,OTIS,Otis Worldwide Corporation,USD,NYQ,Industrials,Specialty Industrial Machinery
844,OWENQ,N/A,N/A,YHD,N/A,N/A
845,OXY,Occidental Petroleum Corporation,USD,NYQ,Energy,Oil & Gas E&P
846,PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",USD,NYQ,Industrials,Airports & Air Services
847,PALM,N/A,N/A,YHD,N/A,N/A
848,PANW,"Palo Alto Networks, Inc.",USD,NMS,Technology,Software - Infrastructure
849,PARA,Paramount Global,USD,NMS,Communication Services,Entertainment
850,PAS,N/A,N/A,YHD,N/A,N/A
851,PAYC,"Paycom Software, Inc.",USD,NYQ,Technology,Software - Application
852,PAYX,"Paychex, Inc.",USD,NMS,Technology,Software - Application
853,PBCT,N/A,N/A,N/A,N/A,N/A
854,PBG,N/A,N/A,YHD,N/A,N/A
855,PBI,Pitney Bowes Inc.,USD,NYQ,Industrials,Integrated Freight & Logistics
856,PBY,Prospect Capital Corporation,USD,NYQ,N/A,N/A
857,PCAR,PACCAR Inc,USD,NMS,Industrials,Farm & Heavy Construction Machinery
858,PCG,PG&E Corporation,USD,NYQ,Utilities,Utilities - Regulated Electric
859,PCG,PG&E Corporation,USD,NYQ,Utilities,Utilities - Regulated Electric
860,PCH,PotlatchDeltic Corporation,USD,NMS,Real Estate,REIT - Specialty
861,PCL,N/A,N/A,YHD,N/A,N/A
862,PCP,N/A,N/A,YHD,N/A,N/A
863,PCS,N/A,N/A,YHD,N/A,N/A
864,PD,"PagerDuty, Inc.",USD,NYQ,Technology,Software - Application
865,PDCO,N/A,N/A,N/A,N/A,N/A
866,PDG,N/A,N/A,YHD,N/A,N/A
867,PEAK,N/A,N/A,N/A,N/A,N/A
868,PEG,Public Service Enterprise Group Incorporated,USD,NYQ,Utilities,Utilities - Regulated Electric
869,PEL,N/A,N/A,YHD,N/A,N/A
870,PENN,"PENN Entertainment, Inc.",USD,NMS,Consumer Cyclical,Resorts & Casinos
871,PEP,"PepsiCo, Inc.",USD,NMS,Consumer Defensive,Beverages - Non-Alcoholic
872,PET,Wag! Group Co.,USD,NGM,Technology,Software - Application
873,PETM,N/A,N/A,YHD,N/A,N/A
874,PFE,Pfizer Inc.,USD,NYQ,Healthcare,Drug Manufacturers - General
875,PFG,"Principal Financial Group, Inc.",USD,NMS,Financial Services,Asset Management
876,PG,The Procter & Gamble Company,USD,NYQ,Consumer Defensive,Household & Personal Products
877,PGL,Invesco Long Term Government Bond ETF,N/A,YHD,N/A,N/A
878,PGN,N/A,N/A,YHD,N/A,N/A
879,PGR,The Progressive Corporation,USD,NYQ,Financial Services,Insurance - Property & Casualty
880,PH,Parker-Hannifin Corporation,USD,NYQ,Industrials,Specialty Industrial Machinery
881,PHA,N/A,N/A,YHD,N/A,N/A
882,PHB,Invesco Fundamental High Yield Corporate Bond ETF,USD,PCX,N/A,N/A
883,PHM,"PulteGroup, Inc.",USD,NYQ,Consumer Cyclical,Residential Construction
884,PKG,Packaging Corporation of America,USD,NYQ,Consumer Cyclical,Packaging & Containers
885,PKI,N/A,N/A,N/A,N/A,N/A
886,PLD,"Prologis, Inc.",USD,NYQ,Real Estate,REIT - Industrial
887,PLL,Piedmont Lithium Inc.,USD,NCM,Basic Materials,Other Industrial Metals & Mining
888,PLTR,Palantir Technologies Inc.,USD,NMS,Technology,Software - Infrastructure
889,PM,Philip Morris International Inc.,USD,NYQ,Consumer Defensive,Tobacco
890,PMCS,N/A,N/A,YHD,N/A,N/A
891,PMI,Picard Medical Holdings Inc,N/A,YHD,N/A,N/A
892,PNC,"The PNC Financial Services Group, Inc.",USD,NYQ,Financial Services,Banks - Regional
893,PNR,Pentair plc,USD,NYQ,Industrials,Specialty Industrial Machinery
894,PNU,N/A,N/A,YHD,N/A,N/A
895,PNW,Pinnacle West Capital Corporation,USD,NYQ,Utilities,Utilities - Regulated Electric
896,PODD,Insulet Corporation,USD,NMS,Healthcare,Medical Devices
897,POM,Pomdoctor Ltd,N/A,YHD,N/A,N/A
898,POOL,Pool Corporation,USD,NMS,Industrials,Industrial Distribution
899,PPG,"PPG Industries, Inc.",USD,NYQ,Basic Materials,Specialty Chemicals
900,PPL,PPL Corporation,USD,NYQ,Utilities,Utilities - Regulated Electric
901,PPW,N/A,N/A,YHD,N/A,N/A
902,PRD,N/A,N/A,YHD,N/A,N/A
903,PRGO,Perrigo Company plc,USD,NYQ,Healthcare,Drug Manufacturers - Specialty & Generic
904,PRU,"Prudential Financial, Inc.",USD,NYQ,Financial Services,Insurance - Life
905,PSA,Public Storage,USD,NYQ,Real Estate,REIT - Industrial
906,PSFT,N/A,N/A,N/A,N/A,N/A
907,PSX,Phillips 66,USD,NYQ,Energy,Oil & Gas Refining & Marketing
908,PTC,PTC Inc.,USD,NMS,Technology,Software - Application
909,PTC,PTC Inc.,USD,NMS,Technology,Software - Application
910,PTV,N/A,N/A,YHD,N/A,N/A
911,PVH,PVH Corp.,USD,NYQ,Consumer Cyclical,Apparel Manufacturing
912,PVN,N/A,N/A,YHD,N/A,N/A
913,PVT,N/A,N/A,N/A,N/A,N/A
914,PWER,Macquarie Energy Transition ETF,USD,PCX,N/A,N/A
915,PWJ,Invesco S&amp;P MidCap Momentum ETF,N/A,YHD,N/A,N/A
916,PWR,"Quanta Services, Inc.",USD,NYQ,Industrials,Engineering & Construction
917,PX,"P10, Inc.",USD,NYQ,Financial Services,Asset Management
918,PXD,N/A,N/A,N/A,N/A,N/A
919,PYPL,"PayPal Holdings, Inc.",USD,NMS,Financial Services,Credit Services
920,PZE,N/A,N/A,YHD,N/A,N/A
921,Q,Qnity Electronics Inc,N/A,YHD,N/A,N/A
922,QCOM,QUALCOMM Incorporated,USD,NMS,Technology,Semiconductors
923,QEP,N/A,N/A,N/A,N/A,N/A
924,QLGC,N/A,N/A,YHD,N/A,N/A
925,QRVO,"Qorvo, Inc.",USD,NMS,Technology,Semiconductors
926,QTRN,N/A,N/A,YHD,N/A,N/A
927,R,"Ryder System, Inc.",USD,NYQ,Industrials,Rental & Leasing Services
928,RAD,N/A,N/A,NYQ,N/A,N/A
929,RAI,N/A,N/A,YHD,N/A,N/A
930,RAL,Ralliant Corporation,USD,NYQ,N/A,N/A
931,RATL,N/A,N/A,YHD,N/A,N/A
932,RBD,N/A,N/A,YHD,N/A,N/A
933,RBK,N/A,N/A,YHD,N/A,N/A
934,RCL,Royal Caribbean Cruises Ltd.,USD,NYQ,Consumer Cyclical,Travel Services
935,RDC,N/A,N/A,N/A,N/A,N/A
936,RDS.A,N/A,N/A,N/A,N/A,N/A
937,RE,N/A,N/A,N/A,N/A,N/A
938,REG,Regency Centers Corporation,USD,NMS,Real Estate,REIT - Retail
939,REGN,"Regeneron Pharmaceuticals, Inc.",USD,NMS,Healthcare,Biotechnology
940,RF,Regions Financial Corporation,USD,NYQ,Financial Services,Banks - Regional
941,RHI,Robert Half Inc.,USD,NYQ,Industrials,Staffing & Employment Services
942,RHT,N/A,N/A,N/A,N/A,N/A
943,RIG,Transocean Ltd.,USD,NYQ,Energy,Oil & Gas Drilling
944,RIG,Transocean Ltd.,USD,NYQ,Energy,Oil & Gas Drilling
945,RJF,"Raymond James Financial, Inc.",USD,NYQ,Financial Services,Asset Management
946,RL,Ralph Lauren Corporation,USD,NYQ,Consumer Cyclical,Apparel Manufacturing
947,RLM,N/A,N/A,N/A,N/A,N/A
948,RMD,ResMed Inc.,USD,NYQ,Healthcare,Medical Instruments & Supplies
949,RML,N/A,N/A,YHD,N/A,N/A
950,RNB,N/A,N/A,YHD,N/A,N/A
951,ROH,N/A,N/A,YHD,N/A,N/A
952,ROK,"Rockwell Automation, Inc.",USD,NYQ,Industrials,Specialty Industrial Machinery
953,ROL,"Rollins, Inc.",USD,NYQ,Consumer Cyclical,Personal Services
954,ROP,"Roper Technologies, Inc.",USD,NMS,Technology,Software - Application
955,ROST,"Ross Stores, Inc.",USD,NMS,Consumer Cyclical,Apparel Retail
956,RRC,Range Resources Corporation,USD,NYQ,Energy,Oil & Gas E&P
957,RRD,N/A,N/A,N/A,N/A,N/A
958,RSG,"Republic Services, Inc.",USD,NYQ,Industrials,Waste Management
959,RSHCQ,N/A,N/A,YHD,N/A,N/A
960,RTN,N/A,N/A,N/A,N/A,N/A
961,RTX,RTX Corporation,USD,NYQ,Industrials,Aerospace & Defense
962,RVTY,"Revvity, Inc.",USD,NYQ,Healthcare,Diagnostics & Research
963,RX,N/A,N/A,YHD,N/A,N/A
964,RYAN,"Ryan Specialty Holdings, Inc.",USD,NYQ,Financial Services,Insurance - Specialty
965,RYC,N/A,N/A,YHD,N/A,N/A
966,RYI,Ryerson Holding Corporation,USD,NYQ,Industrials,Metal Fabrication
967,S,"SentinelOne, Inc.",USD,NYQ,Technology,Software - Infrastructure
968,SAF,N/A,USD,NYQ,N/A,N/A
969,SAI,N/A,N/A,N/A,N/A,N/A
970,SANM,Sanmina Corporation,USD,NMS,Technology,Electronic Components
971,SAPE,N/A,N/A,YHD,N/A,N/A
972,SB,"Safe Bulkers, Inc.",USD,NYQ,Industrials,Marine Shipping
973,SBAC,SBA Communications Corporation,USD,NMS,Real Estate,REIT - Specialty
974,SBL,N/A,N/A,YHD,N/A,N/A
975,SBNY,Signature Bank,USD,OEM,Financial Services,Banks - Regional
976,SBUX,Starbucks Corporation,USD,NMS,Consumer Cyclical,Restaurants
977,SCG,SCANA Corporation,N/A,YHD,N/A,N/A
978,SCHW,The Charles Schwab Corporation,USD,NYQ,Financial Services,Capital Markets
979,SCI,Service Corporation International,USD,NYQ,Consumer Cyclical,Personal Services
980,SDS,ProShares UltraShort S&P500,USD,PCX,N/A,N/A
981,SE,Sea Limited,USD,NYQ,Consumer Cyclical,Internet Retail
982,SEBL,N/A,N/A,YHD,N/A,N/A
983,SEDG,"SolarEdge Technologies, Inc.",USD,NMS,Technology,Solar
984,SEE,Sealed Air Corporation,USD,NYQ,Consumer Cyclical,Packaging & Containers
985,SEG,Seaport Entertainment Group Inc.,USD,NYQ,Real Estate,Real Estate Services
986,SFA,N/A,N/A,YHD,N/A,N/A
987,SFS,N/A,N/A,N/A,N/A,N/A
988,SGID,N/A,N/A,N/A,N/A,N/A
989,SGP,N/A,N/A,YHD,N/A,N/A
990,SHLD,Global X Defense Tech ETF,USD,PCX,N/A,N/A
991,SHN,N/A,N/A,N/A,N/A,N/A
992,SHW,The Sherwin-Williams Company,USD,NYQ,Basic Materials,Specialty Chemicals
993,SIAL,N/A,N/A,YHD,N/A,N/A
994,SIG,Signet Jewelers Limited,USD,NYQ,Consumer Cyclical,Luxury Goods
995,SII,Sprott Inc.,USD,NYQ,Financial Services,Asset Management
996,SIVB,N/A,N/A,N/A,N/A,N/A
997,SJM,The J. M. Smucker Company,USD,NYQ,Consumer Defensive,Packaged Foods
998,SK,N/A,N/A,YHD,N/A,N/A
999,SLB,Schlumberger Limited,USD,NYQ,Energy,Oil & Gas Equipment & Services
1000,SLG,SL Green Realty Corp.,USD,NYQ,Real Estate,REIT - Office
1001,SLM,SLM Corporation,USD,NMS,Financial Services,Credit Services
1002,SLR,N/A,N/A,YHD,N/A,N/A
1003,SMCI,"Super Micro Computer, Inc.",USD,NMS,Technology,Computer Hardware
1004,SMI,VanEck HIP Sustainable Muni ETF,USD,BTS,N/A,N/A
1005,SMS,N/A,N/A,YHD,N/A,N/A
1006,SNA,Snap-on Incorporated,USD,NYQ,Industrials,Tools & Accessories
1007,SNDK,Sandisk Corporation,USD,NMS,Technology,Computer Hardware
1008,SNI,Shenni Holdings Ltd,N/A,YHD,N/A,N/A
1009,SNPS,"Synopsys, Inc.",USD,NMS,Technology,Software - Infrastructure
1010,SNT,Senstar Technologies Corporation,USD,NGM,Industrials,Security & Protection Services
1011,SNV,Synovus Financial Corp.,USD,NYQ,Financial Services,Banks - Regional
1012,SO,The Southern Company,USD,NYQ,Utilities,Utilities - Regulated Electric
1013,SOLV,Solventum Corporation,USD,NYQ,Healthcare,Medical Instruments & Supplies
1014,SOTR,N/A,N/A,YHD,N/A,N/A
1015,SOV,N/A,N/A,YHD,N/A,N/A
1016,SPG,"Simon Property Group, Inc.",USD,NYQ,Real Estate,REIT - Retail
1017,SPGI,S&P Global Inc.,USD,NYQ,Financial Services,Financial Data & Stock Exchanges
1018,SPLS,N/A,N/A,YHD,N/A,N/A
1019,SRCL,"Stericycle, Inc.",USD,NMS,Industrials,Waste Management
1020,SRE,Sempra,USD,NYQ,Utilities,Utilities - Diversified
1021,SRR,N/A,N/A,YHD,N/A,N/A
1022,SSP,The E.W. Scripps Company,USD,NMS,Communication Services,Broadcasting
1023,STE,STERIS plc,USD,NYQ,Healthcare,Medical Devices
1024,STI,"Solidion Technology, Inc.",USD,NGM,Industrials,Electrical Equipment & Parts
1025,STJ,N/A,N/A,YHD,N/A,N/A
1026,STLD,"Steel Dynamics, Inc.",USD,NMS,Basic Materials,Steel
1027,STO,N/A,N/A,YHD,N/A,N/A
1028,STR,Sitio Royalties Corp.,USD,NYQ,Energy,Oil & Gas E&P
1029,STT,State Street Corporation,USD,NYQ,Financial Services,Asset Management
1030,STX,Seagate Technology Holdings plc,USD,NMS,Technology,Computer Hardware
1031,STZ,"Constellation Brands, Inc.",USD,NYQ,Consumer Defensive,Beverages - Brewers
1032,SUB,iShares Short-Term National Muni Bond ETF,USD,PCX,N/A,N/A
1033,SUN,Sunoco LP,USD,NYQ,Energy,Oil & Gas Refining & Marketing
1034,SUNEQ,N/A,N/A,YHD,N/A,N/A
1035,SVU,SUPERVALU INC.,N/A,YHD,N/A,N/A
1036,SW,Smurfit Westrock Plc,USD,NYQ,Consumer Cyclical,Packaging & Containers
1037,SWK,"Stanley Black & Decker, Inc.",USD,NYQ,Industrials,Tools & Accessories
1038,SWKS,"Skyworks Solutions, Inc.",USD,NMS,Technology,Semiconductors
1039,SWN,N/A,N/A,N/A,N/A,N/A
1040,SWY,N/A,N/A,YHD,N/A,N/A
1041,SXCL,N/A,N/A,YHD,N/A,N/A
1042,SYF,Synchrony Financial,USD,NYQ,Financial Services,Credit Services
1043,SYK,Stryker Corporation,USD,NYQ,Healthcare,Medical Devices
1044,SYMC,N/A,N/A,N/A,N/A,N/A
1045,SYY,Sysco Corporation,USD,NYQ,Consumer Defensive,Food Distribution
1046,T,AT&T Inc.,USD,NYQ,Communication Services,Telecom Services
1047,TA,N/A,N/A,N/A,N/A,N/A
1048,TAP,Molson Coors Beverage Company,USD,NYQ,Consumer Defensive,Beverages - Brewers
1049,TCOMA,N/A,N/A,YHD,N/A,N/A
1050,TDC,Teradata Corporation,USD,NYQ,Technology,Software - Infrastructure
1051,TDG,TransDigm Group Incorporated,USD,NYQ,Industrials,Aerospace & Defense
1052,TDM,N/A,N/A,NMS,N/A,N/A
1053,TDY,Teledyne Technologies Incorporated,USD,NYQ,Technology,Scientific & Technical Instruments
1054,TE,T1 Energy Inc.,USD,NYQ,Industrials,Electrical Equipment & Parts
1055,TECH,Bio-Techne Corporation,USD,NMS,Healthcare,Biotechnology
1056,TEG,N/A,N/A,YHD,N/A,N/A
1057,TEK,iShares Technology Opportunities Active ETF,USD,PCX,N/A,N/A
1058,TEL,TE Connectivity plc,USD,NYQ,Technology,Electronic Components
1059,TEL,TE Connectivity plc,USD,NYQ,Technology,Electronic Components
1060,TEN,Tsakos Energy Navigation Limited,USD,NYQ,Energy,Oil & Gas Midstream
1061,TER,"Teradyne, Inc.",USD,NMS,Technology,Semiconductor Equipment & Materials
1062,TER,"Teradyne, Inc.",USD,NMS,Technology,Semiconductor Equipment & Materials
1063,TEX,Terex Corporation,USD,NYQ,Industrials,Farm & Heavy Construction Machinery
1064,TFC,Truist Financial Corporation,USD,NYQ,Financial Services,Banks - Regional
1065,TFX,Teleflex Incorporated,USD,NYQ,Healthcare,Medical Instruments & Supplies
1066,TGNA,TEGNA Inc.,USD,NYQ,Communication Services,Broadcasting
1067,TGT,Target Corporation,USD,NYQ,Consumer Defensive,Discount Stores
1068,THC,Tenet Healthcare Corporation,USD,NYQ,Healthcare,Medical Care Facilities
1069,THY,Toews Agility Shares Dynamic Tactical Income ETF,USD,PCX,N/A,N/A
1070,TIE,N/A,N/A,YHD,N/A,N/A
1071,TIF,N/A,N/A,N/A,N/A,N/A
1072,TIN,N/A,N/A,YHD,N/A,N/A
1073,TJX,"The TJX Companies, Inc.",USD,NYQ,Consumer Cyclical,Apparel Retail
1074,TKR,The Timken Company,USD,NYQ,Industrials,Tools & Accessories
1075,TLAB,N/A,N/A,YHD,N/A,N/A
1076,TMC,TMC the metals company Inc.,USD,NMS,Basic Materials,Other Industrial Metals & Mining
1077,TMC.A,N/A,N/A,N/A,N/A,N/A
1078,TMK,N/A,N/A,N/A,N/A,N/A
1079,TMO,Thermo Fisher Scientific Inc.,USD,NYQ,Healthcare,Diagnostics & Research
1080,TMUS,"T-Mobile US, Inc.",USD,NMS,Communication Services,Telecom Services
1081,TMUS,"T-Mobile US, Inc.",USD,NMS,Communication Services,Telecom Services
1082,TNB,N/A,N/A,YHD,N/A,N/A
1083,TOS,N/A,N/A,YHD,N/A,N/A
1084,TOY,N/A,N/A,YHD,N/A,N/A
1085,TPL,Texas Pacific Land Corporation,USD,NYQ,Energy,Oil & Gas E&P
1086,TPR,"Tapestry, Inc.",USD,NYQ,Consumer Cyclical,Luxury Goods
1087,TRB,N/A,N/A,YHD,N/A,N/A
1088,TRGP,Targa Resources Corp.,USD,NYQ,Energy,Oil & Gas Midstream
1089,TRIP,"Tripadvisor, Inc.",USD,NMS,Consumer Cyclical,Travel Services
1090,TRMB,Trimble Inc.,USD,NMS,Technology,Scientific & Technical Instruments
1091,TROW,"T. Rowe Price Group, Inc.",USD,NMS,Financial Services,Asset Management
1092,TRV,"The Travelers Companies, Inc.",USD,NYQ,Financial Services,Insurance - Property & Casualty
1093,TRW,N/A,N/A,YHD,N/A,N/A
1094,TSCO,Tractor Supply Company,USD,NMS,Consumer Cyclical,Specialty Retail
1095,TSG,N/A,N/A,N/A,N/A,N/A
1096,TSLA,"Tesla, Inc.",USD,NMS,Consumer Cyclical,Auto Manufacturers
1097,TSN,"Tyson Foods, Inc.",USD,NYQ,Consumer Defensive,Farm Products
1098,TSS,N/A,N/A,N/A,N/A,N/A
1099,TT,Trane Technologies plc,USD,NYQ,Industrials,Building Products & Equipment
1100,TT,Trane Technologies plc,USD,NYQ,Industrials,Building Products & Equipment
1101,TTWO,"Take-Two Interactive Software, Inc.",USD,NMS,Communication Services,Electronic Gaming & Multimedia
1102,TUP,N/A,N/A,NYQ,N/A,N/A
1103,TWC,N/A,N/A,YHD,N/A,N/A
1104,TWTR,N/A,N/A,NYQ,N/A,N/A
1105,TWX,N/A,N/A,YHD,N/A,N/A
1106,TX,Ternium S.A.,USD,NYQ,Basic Materials,Steel
1107,TXN,Texas Instruments Incorporated,USD,NMS,Technology,Semiconductors
1108,TXT,Textron Inc.,USD,NYQ,Industrials,Aerospace & Defense
1109,TXU,N/A,N/A,YHD,N/A,N/A
1110,TYL,"Tyler Technologies, Inc.",USD,NYQ,Technology,Software - Application
1111,UA,"Under Armour, Inc.",USD,NYQ,Consumer Cyclical,Apparel Manufacturing
1112,UAA,"Under Armour, Inc.",USD,NYQ,Consumer Cyclical,Apparel Manufacturing
1113,UAL,"United Airlines Holdings, Inc.",USD,NMS,Industrials,Airlines
1114,UAWGQ,N/A,N/A,N/A,N/A,N/A
1115,UBER,"Uber Technologies, Inc.",USD,NYQ,Technology,Software - Application
1116,UCC,ProShares Ultra Consumer Services,USD,PCX,N/A,N/A
1117,UCL,uCloudlink Group Inc.,USD,NGM,Communication Services,Telecom Services
1118,UCM,N/A,N/A,YHD,N/A,N/A
1119,UDR,"UDR, Inc.",USD,NYQ,Real Estate,REIT - Residential
1120,UHS,"Universal Health Services, Inc.",USD,NYQ,Healthcare,Medical Care Facilities
1121,UIS,Unisys Corporation,USD,NYQ,Technology,Information Technology Services
1122,UK,Ucommune International Ltd,USD,NCM,Real Estate,Real Estate Services
1123,ULTA,"Ulta Beauty, Inc.",USD,NMS,Consumer Cyclical,Specialty Retail
1124,UMG,N/A,N/A,N/A,N/A,N/A
1125,UN,N/A,N/A,N/A,N/A,N/A
1126,UNH,UnitedHealth Group Incorporated,USD,NYQ,Healthcare,Healthcare Plans
1127,UNM,Unum Group,USD,NYQ,Financial Services,Insurance - Life
1128,UNP,Union Pacific Corporation,USD,NYQ,Industrials,Railroads
1129,UPC,Universe Pharmaceuticals INC,USD,NCM,Healthcare,Drug Manufacturers - Specialty & Generic
1130,UPR,N/A,N/A,YHD,N/A,N/A
1131,UPS,"United Parcel Service, Inc.",USD,NYQ,Industrials,Integrated Freight & Logistics
1132,URBN,"Urban Outfitters, Inc.",USD,NMS,Consumer Cyclical,Apparel Retail
1133,URI,"United Rentals, Inc.",USD,NYQ,Industrials,Rental & Leasing Services
1134,USB,U.S. Bancorp,USD,NYQ,Financial Services,Banks - Regional
1135,USBC,"US BioTec, Inc.",USD,OEM,Basic Materials,Agricultural Inputs
1136,USH,N/A,N/A,NMS,N/A,N/A
1137,USHC,N/A,N/A,N/A,N/A,N/A
1138,USS,N/A,N/A,YHD,N/A,N/A
1139,UST,ProShares Ultra 7-10 Year Treasury,USD,PCX,N/A,N/A
1140,USW,N/A,N/A,YHD,N/A,N/A
1141,UTX,N/A,N/A,N/A,N/A,N/A
1142,UVN,N/A,N/A,YHD,N/A,N/A
1143,V,Visa Inc.,USD,NYQ,Financial Services,Credit Services
1144,VAR,N/A,N/A,N/A,N/A,N/A
1145,VAT,N/A,N/A,NMS,N/A,N/A
1146,VFC,V.F. Corporation,USD,NYQ,Consumer Cyclical,Apparel Manufacturing
1147,VIAB,N/A,N/A,N/A,N/A,N/A
1148,VIAC,N/A,N/A,N/A,N/A,N/A
1149,VIAV,Viavi Solutions Inc.,USD,NMS,Technology,Communication Equipment
1150,VICI,VICI Properties Inc.,USD,NYQ,Real Estate,REIT - Diversified
1151,VLO,Valero Energy Corporation,USD,NYQ,Energy,Oil & Gas Refining & Marketing
1152,VLTO,Veralto Corporation,USD,NYQ,Industrials,Pollution & Treatment Controls
1153,VMC,Vulcan Materials Company,USD,NYQ,Basic Materials,Building Materials
1154,VNO,Vornado Realty Trust,USD,NYQ,Real Estate,REIT - Office
1155,VNT,Vontier Corporation,USD,NYQ,Technology,Scientific & Technical Instruments
1156,VO,Vanguard Mid-Cap Index Fund ETF Shares,USD,PCX,N/A,N/A
