,Ticker,Name,Währung,Börse,Sektor,Branche
385,EMN,Eastman Chemical Company,USD,NYQ,Basic Materials,Specialty Chemicals
386,EMR,Emerson Electric Co.,USD,NYQ,Industrials,Specialty Industrial Machinery
387,ENDP,N/A,N/A,N/A,N/A,N/A
388,ENPH,"Enphase Energy, Inc.",USD,NGM,Technology,Solar
389,ENRNQ,N/A,N/A,YHD,N/A,N/A
390,ENS,EnerSys,USD,NYQ,Industrials,Electrical Equipment & Parts
391,EOG,"EOG Resources, Inc.",USD,NYQ,Energy,Oil & Gas E&P
392,EOP,N/A,N/A,YHD,N/A,N/A
393,EP,Empire Petroleum Corporation,USD,ASE,Energy,Oil & Gas E&P
394,EPAM,"EPAM Systems, Inc.",USD,NYQ,Technology,Information Technology Services
395,EQ,"Equillium, Inc.",USD,NCM,Healthcare,Biotechnology
396,EQIX,"Equinix, Inc.",USD,NMS,Real Estate,REIT - Specialty
397,EQR,Equity Residential,USD,NYQ,Real Estate,REIT - Residential
398,EQT,EQT Corporation,USD,NYQ,Energy,Oil & Gas E&P
399,EQT,EQT Corporation,USD,NYQ,Energy,Oil & Gas E&P
400,ERIE,Erie Indemnity Company,USD,NMS,Financial Services,Insurance Brokers
401,ES,Eversource Energy,USD,NYQ,Utilities,Utilities - Regulated Electric
402,ESRX,Express Scripts Holding Company,N/A,YHD,N/A,N/A
403,ESS,"Essex Property Trust, Inc.",USD,NYQ,Real Estate,REIT - Residential
404,ESV,N/A,N/A,N/A,N/A,N/A
405,ESV,N/A,N/A,N/A,N/A,N/A
406,ETFC,N/A,N/A,N/A,N/A,N/A
407,ETN,Eaton Corporation plc,USD,NYQ,Industrials,Specialty Industrial Machinery
408,ETR,Entergy Corporation,USD,NYQ,Utilities,Utilities - Regulated Electric
409,ETS,Elite Express Holding Inc,N/A,YHD,N/A,N/A
410,ETSY,"Etsy, Inc.",USD,NMS,Consumer Cyclical,Internet Retail
411,EVHC,Envision Healthcare Corporation,N/A,YHD,N/A,N/A
412,EVRG,"Evergy, Inc.",USD,NMS,Utilities,Utilities - Regulated Electric
413,EW,Edwards Lifesciences Corporation,USD,NYQ,Healthcare,Medical Devices
414,EXC,Exelon Corporation,USD,NMS,Utilities,Utilities - Regulated Electric
415,EXPD,"Expeditors International of Washington, Inc.",USD,NYQ,Industrials,Integrated Freight & Logistics
416,EXPE,"Expedia Group, Inc.",USD,NMS,Consumer Cyclical,Travel Services
417,EXR,Extra Space Storage Inc.,USD,NYQ,Real Estate,REIT - Industrial
418,F,Ford Motor Company,USD,NYQ,Consumer Cyclical,Auto Manufacturers
419,FANG,"Diamondback Energy, Inc.",USD,NMS,Energy,Oil & Gas E&P
420,FAST,Fastenal Company,USD,NMS,Industrials,Industrial Distribution
421,FB,ProShares S&P 500 Dynamic Daily Buffer ETF,USD,BTS,N/A,N/A
422,FBF,N/A,N/A,YHD,N/A,N/A
423,FBHS,N/A,N/A,N/A,N/A,N/A
424,FBO,N/A,N/A,NMS,N/A,N/A
425,FCN,"FTI Consulting, Inc.",USD,NYQ,Industrials,Consulting Services
426,FCPT,"Four Corners Property Trust, Inc.",USD,NYQ,Real Estate,REIT - Retail
427,FCX,Freeport-McMoRan Inc.,USD,NYQ,Basic Materials,Copper
428,FDC,N/A,N/A,N/A,N/A,N/A
429,FDO,N/A,N/A,YHD,N/A,N/A
430,FDS,FactSet Research Systems Inc.,USD,NYQ,Financial Services,Financial Data & Stock Exchanges
431,FDX,FedEx Corporation,USD,NYQ,Industrials,Integrated Freight & Logistics
432,FE,FirstEnergy Corp.,USD,NYQ,Utilities,Utilities - Regulated Electric
433,FFIV,"F5, Inc.",USD,NMS,Technology,Software - Infrastructure
434,FG,"F&G Annuities & Life, Inc.",USD,NYQ,Financial Services,Insurance - Life
435,FHN,First Horizon Corporation,USD,NYQ,Financial Services,Banks - Regional
436,FI,"Fiserv, Inc.",USD,NYQ,Technology,Information Technology Services
437,FICO,Fair Isaac Corporation,USD,NYQ,Technology,Software - Application
438,FII,N/A,N/A,N/A,N/A,N/A
439,FIS,"Fidelity National Information Services, Inc.",USD,NYQ,Technology,Information Technology Services
440,FISV,N/A,N/A,N/A,N/A,N/A
441,FITB,Fifth Third Bancorp,USD,NMS,Financial Services,Banks - Regional
442,FJ,N/A,N/A,YHD,N/A,N/A
443,FL,"Foot Locker, Inc.",USD,NYQ,Consumer Cyclical,Apparel Retail
444,FL,"Foot Locker, Inc.",USD,NYQ,Consumer Cyclical,Apparel Retail
445,FLIR,N/A,N/A,N/A,N/A,N/A
446,FLMIQ,N/A,N/A,YHD,N/A,N/A
447,FLR,Fluor Corporation,USD,NYQ,Industrials,Engineering & Construction
448,FLS,Flowserve Corporation,USD,NYQ,Industrials,Specialty Industrial Machinery
449,FLT,N/A,N/A,N/A,N/A,N/A
450,FLTWQ,N/A,N/A,N/A,N/A,N/A
451,FMC,FMC Corporation,USD,NYQ,Basic Materials,Agricultural Inputs
452,FMC,FMC Corporation,USD,NYQ,Basic Materials,Agricultural Inputs
453,FMCC,Federal Home Loan Mortgage Corporation,USD,OQB,Financial Services,Mortgage Finance
454,FMY,First Trust Mortgage Income Fund,USD,NYQ,Financial Services,Asset Management
455,FNMA,Federal National Mortgage Association,USD,OQB,Financial Services,Mortgage Finance
456,FOSL,"Fossil Group, Inc.",USD,NMS,Consumer Cyclical,Footwear & Accessories
457,FOX,Fox Corporation,USD,NMS,Communication Services,Entertainment
458,FOXA,Fox Corporation,USD,NMS,Communication Services,Entertainment
459,FPC,N/A,N/A,YHD,N/A,N/A
460,FRC,N/A,N/A,NYQ,N/A,N/A
461,FRO,Frontline plc,USD,NYQ,Energy,Oil & Gas Midstream
462,FRT,Federal Realty Investment Trust,USD,NYQ,Real Estate,REIT - Retail
463,FRX,N/A,N/A,NYQ,N/A,N/A
464,FSH,N/A,N/A,YHD,N/A,N/A
465,FSL,N/A,N/A,YHD,N/A,N/A
466,FSLR,"First Solar, Inc.",USD,NMS,Technology,Solar
467,FSLR,"First Solar, Inc.",USD,NMS,Technology,Solar
468,FTI,TechnipFMC plc,USD,NYQ,Energy,Oil & Gas Equipment & Services
469,FTL.A,N/A,N/A,N/A,N/A,N/A
470,FTNT,"Fortinet, Inc.",USD,NMS,Technology,Software - Infrastructure
471,FTR,N/A,N/A,N/A,N/A,N/A
472,FTV,Fortive Corporation,USD,NYQ,Technology,Scientific & Technical Instruments
473,FWLT,N/A,N/A,YHD,N/A,N/A
474,G,Genpact Limited,USD,NYQ,Technology,Information Technology Services
475,GAPTQ,N/A,N/A,YHD,N/A,N/A
476,GAS,N/A,N/A,YHD,N/A,N/A
477,GAS,N/A,N/A,YHD,N/A,N/A
478,GD,General Dynamics Corporation,USD,NYQ,Industrials,Aerospace & Defense
479,GDDY,GoDaddy Inc.,USD,NYQ,Technology,Software - Infrastructure
480,GDT,N/A,N/A,YHD,N/A,N/A
481,GDW,N/A,N/A,YHD,N/A,N/A
482,GE,GE Aerospace,USD,NYQ,Industrials,Aerospace & Defense
483,GEHC,GE HealthCare Technologies Inc.,USD,NMS,Healthcare,Health Information Services
484,GEN,Gen Digital Inc.,USD,NMS,Technology,Software - Infrastructure
485,GENZ,N/A,N/A,YHD,N/A,N/A
486,GEV,GE Vernova Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
487,GFS.A,N/A,N/A,N/A,N/A,N/A
488,GGP,GGP Inc.,0.5,YHD,N/A,N/A
489,GGP,GGP Inc.,0.5,YHD,N/A,N/A
490,GHC,Graham Holdings Company,USD,NYQ,Consumer Defensive,Education & Training Services
491,GIDL,N/A,N/A,N/A,N/A,N/A
492,GILD,"Gilead Sciences, Inc.",USD,NMS,Healthcare,Drug Manufacturers - General
493,GIS,"General Mills, Inc.",USD,NYQ,Consumer Defensive,Packaged Foods
494,GL,Globe Life Inc.,USD,NYQ,Financial Services,Insurance - Life
495,GLD,SPDR Gold Shares,USD,PCX,N/A,N/A
496,GLK,N/A,N/A,YHD,N/A,N/A
497,GLW,Corning Incorporated,USD,NYQ,Technology,Electronic Components
498,GM,General Motors Company,USD,NYQ,Consumer Cyclical,Auto Manufacturers
499,GMCR,N/A,N/A,YHD,N/A,N/A
500,GME,GameStop Corp.,USD,NYQ,Consumer Cyclical,Specialty Retail
501,GNRC,Generac Holdings Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
502,GNT,"GAMCO Natural Resources, Gold & Income Trust",USD,NYQ,Financial Services,Asset Management
503,GNW,"Genworth Financial, Inc.",USD,NYQ,Financial Services,Insurance - Life
504,GOOG,Alphabet Inc.,USD,NMS,Communication Services,Internet Content & Information
505,GOOGL,Alphabet Inc.,USD,NMS,Communication Services,Internet Content & Information
506,GP,GreenPower Motor Company Inc.,USD,NCM,Industrials,Farm & Heavy Construction Machinery
507,GPC,Genuine Parts Company,USD,NYQ,Consumer Cyclical,Auto Parts
508,GPN,Global Payments Inc.,USD,NYQ,Industrials,Specialty Business Services
509,GPS,N/A,N/A,N/A,N/A,N/A
510,GPU,N/A,N/A,YHD,N/A,N/A
511,GR,N/A,N/A,YHD,N/A,N/A
512,GRA,N/A,N/A,N/A,N/A,N/A
513,GRMN,Garmin Ltd.,USD,NYQ,Technology,Scientific & Technical Instruments
514,GRN,iPath Series B Carbon ETN,USD,PCX,N/A,N/A
515,GS,"The Goldman Sachs Group, Inc.",USD,NYQ,Financial Services,Capital Markets
516,GSX,N/A,N/A,N/A,N/A,N/A
517,GT,The Goodyear Tire & Rubber Company,USD,NMS,Consumer Cyclical,Auto Parts
518,GTE,Gran Tierra Energy Inc.,USD,ASE,Energy,Oil & Gas E&P
519,GTW,N/A,N/A,YHD,N/A,N/A
520,GWF,N/A,N/A,YHD,N/A,N/A
521,GWW,"W.W. Grainger, Inc.",USD,NYQ,Industrials,Industrial Distribution
522,GX,N/A,N/A,YHD,N/A,N/A
523,H,Hyatt Hotels Corporation,USD,NYQ,Consumer Cyclical,Lodging
524,H,Hyatt Hotels Corporation,USD,NYQ,Consumer Cyclical,Lodging
525,HAL,Halliburton Company,USD,NYQ,Energy,Oil & Gas Equipment & Services
526,HAR,N/A,N/A,YHD,N/A,N/A
527,HAS,"Hasbro, Inc.",USD,NMS,Consumer Cyclical,Leisure
528,HBAN,Huntington Bancshares Incorporated,USD,NMS,Financial Services,Banks - Regional
529,HBI,Hanesbrands Inc.,USD,NYQ,Consumer Cyclical,Apparel Manufacturing
530,HBOC,N/A,N/A,YHD,N/A,N/A
531,HCA,"HCA Healthcare, Inc.",USD,NYQ,Healthcare,Medical Care Facilities
532,HCA,"HCA Healthcare, Inc.",USD,NYQ,Healthcare,Medical Care Facilities
533,HCBK,N/A,N/A,YHD,N/A,N/A
534,HCP,N/A,N/A,N/A,N/A,N/A
535,HCR,N/A,N/A,N/A,N/A,N/A
536,HD,"The Home Depot, Inc.",USD,NYQ,Consumer Cyclical,Home Improvement Retail
537,HDLM,N/A,N/A,N/A,N/A,N/A
538,HES,Hess Corporation,USD,NYQ,Energy,Oil & Gas E&P
539,HET,N/A,N/A,YHD,N/A,N/A
540,HFC,N/A,N/A,N/A,N/A,N/A
541,HFS,N/A,N/A,NMS,N/A,N/A
542,HI,"Hillenbrand, Inc.",USD,NYQ,Industrials,Specialty Industrial Machinery
543,HIG,"The Hartford Insurance Group, Inc.",USD,NYQ,Financial Services,Insurance - Property & Casualty
544,HII,"Huntington Ingalls Industries, Inc.",USD,NYQ,Industrials,Aerospace & Defense
545,HLT,Hilton Worldwide Holdings Inc.,USD,NYQ,Consumer Cyclical,Lodging
546,HLT,Hilton Worldwide Holdings Inc.,USD,NYQ,Consumer Cyclical,Lodging
547,HM,N/A,N/A,YHD,N/A,N/A
548,HMA,N/A,N/A,N/A,N/A,N/A
549,HNZ,N/A,N/A,YHD,N/A,N/A
550,HOG,"Harley-Davidson, Inc.",USD,NYQ,Consumer Cyclical,Recreational Vehicles
551,HOLX,"Hologic, Inc.",USD,NMS,Healthcare,Medical Instruments & Supplies
552,HON,Honeywell International Inc.,USD,NMS,Industrials,Conglomerates
553,HOT,N/A,N/A,YHD,N/A,N/A
554,HP,"Helmerich & Payne, Inc.",USD,NYQ,Energy,Oil & Gas Drilling
555,HP,"Helmerich & Payne, Inc.",USD,NYQ,Energy,Oil & Gas Drilling
556,HPC,N/A,N/A,YHD,N/A,N/A
557,HPE,Hewlett Packard Enterprise Company,USD,NYQ,Technology,Communication Equipment
558,HPH,N/A,N/A,N/A,N/A,N/A
559,HPQ,HP Inc.,USD,NYQ,Technology,Computer Hardware
560,HRB,"H&R Block, Inc.",USD,NYQ,Consumer Cyclical,Personal Services
561,HRL,Hormel Foods Corporation,USD,NYQ,Consumer Defensive,Packaged Foods
562,HRS,N/A,N/A,N/A,N/A,N/A
563,HRS,N/A,N/A,N/A,N/A,N/A
564,HSH,N/A,N/A,YHD,N/A,N/A
565,HSIC,"Henry Schein, Inc.",USD,NMS,Healthcare,Medical Distribution
566,HSP,N/A,N/A,YHD,N/A,N/A
567,HST,"Host Hotels & Resorts, Inc.",USD,NMS,Real Estate,REIT - Hotel & Motel
568,HSY,The Hershey Company,USD,NYQ,Consumer Defensive,Confectioners
569,HUBB,Hubbell Incorporated,USD,NYQ,Industrials,Electrical Equipment & Parts
570,HUM,Humana Inc.,USD,NYQ,Healthcare,Healthcare Plans
571,HWM,Howmet Aerospace Inc.,USD,NYQ,Industrials,Aerospace & Defense
572,I,N/A,N/A,N/A,N/A,N/A
573,IAC,IAC Inc.,USD,NMS,Communication Services,Internet Content & Information
574,IBM,International Business Machines Corporation,USD,NYQ,Technology,Information Technology Services
575,ICE,"Intercontinental Exchange, Inc.",USD,NYQ,Financial Services,Financial Data & Stock Exchanges
576,IDXX,"IDEXX Laboratories, Inc.",USD,NMS,Healthcare,Diagnostics & Research
577,IEX,IDEX Corporation,USD,NYQ,Industrials,Specialty Industrial Machinery
578,IFF,International Flavors & Fragrances Inc.,USD,NYQ,Basic Materials,Specialty Chemicals
579,IGT,Brightstar Lottery PLC,USD,NYQ,Consumer Cyclical,Gambling
580,IKN,N/A,N/A,YHD,N/A,N/A
581,ILMN,"Illumina, Inc.",USD,NMS,Healthcare,Diagnostics & Research
582,IMNX,N/A,N/A,YHD,N/A,N/A
583,INCLF,N/A,N/A,N/A,N/A,N/A
584,INCY,Incyte Corporation,USD,NMS,Healthcare,Biotechnology
585,INFO,Harbor PanAgora Dynamic Large Cap Core ETF,USD,PCX,N/A,N/A
586,INGR,Ingredion Incorporated,USD,NYQ,Consumer Defensive,Packaged Foods
587,INTC,Intel Corporation,USD,NMS,Technology,Semiconductors
588,INTU,Intuit Inc.,USD,NMS,Technology,Software - Application
589,INVH,Invitation Homes Inc.,USD,NYQ,Real Estate,REIT - Residential
590,IP,International Paper Company,USD,NYQ,Consumer Cyclical,Packaging & Containers
591,IPG,"The Interpublic Group of Companies, Inc.",USD,NYQ,Communication Services,Advertising Agencies
592,IPGP,IPG Photonics Corporation,USD,NMS,Technology,Semiconductor Equipment & Materials
593,IQV,IQVIA Holdings Inc.,USD,NYQ,Healthcare,Diagnostics & Research
594,IR,Ingersoll Rand Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
595,IR,Ingersoll Rand Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
596,IRM,Iron Mountain Incorporated,USD,NYQ,Real Estate,REIT - Specialty
597,ISRG,"Intuitive Surgical, Inc.",USD,NMS,Healthcare,Medical Instruments & Supplies
598,IT,"Gartner, Inc.",USD,NYQ,Technology,Information Technology Services
599,ITT,ITT Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
600,ITW,Illinois Tool Works Inc.,USD,NYQ,Industrials,Specialty Industrial Machinery
601,IVZ,Invesco Ltd.,USD,NYQ,Financial Services,Asset Management
602,J,Jacobs Solutions Inc.,USD,NYQ,Industrials,Engineering & Construction
603,JAVA,JPMorgan Active Value ETF,USD,PCX,N/A,N/A
604,JBHT,"J.B. Hunt Transport Services, Inc.",USD,NMS,Industrials,Integrated Freight & Logistics
605,JBL,Jabil Inc.,USD,NYQ,Technology,Electronic Components
606,JBL,Jabil Inc.,USD,NYQ,Technology,Electronic Components
607,JCI,Johnson Controls International plc,USD,NYQ,Industrials,Building Products & Equipment
608,JCP,N/A,N/A,N/A,N/A,N/A
609,JEC,N/A,N/A,N/A,N/A,N/A
610,JEF,Jefferies Financial Group Inc.,USD,NYQ,Financial Services,Capital Markets
611,JH,N/A,N/A,YHD,N/A,N/A
612,JHF,N/A,N/A,YHD,N/A,N/A
613,JKHY,"Jack Henry & Associates, Inc.",USD,NMS,Technology,Information Technology Services
614,JNJ,Johnson & Johnson,USD,NYQ,Healthcare,Drug Manufacturers - General
615,JNPR,"Juniper Networks, Inc.",USD,NYQ,Technology,Communication Equipment
616,JNS,N/A,N/A,YHD,N/A,N/A
617,JNY,N/A,N/A,YHD,N/A,N/A
618,JOS,N/A,N/A,NMS,N/A,N/A
619,JOY,N/A,N/A,YHD,N/A,N/A
620,JP,N/A,N/A,NYQ,N/A,N/A
621,JPM,JPMorgan Chase & Co.,USD,NYQ,Financial Services,Banks - Diversified
622,JWN,"Nordstrom, Inc.",USD,NYQ,Consumer Cyclical,Department Stores
623,K,Kellanova,USD,NYQ,Consumer Defensive,Packaged Foods
624,KATE,N/A,N/A,YHD,N/A,N/A
625,KBH,KB Home,USD,NYQ,Consumer Cyclical,Residential Construction
626,KDP,Keurig Dr Pepper Inc.,USD,NMS,Consumer Defensive,Beverages - Non-Alcoholic
627,KDP,Keurig Dr Pepper Inc.,USD,NMS,Consumer Defensive,Beverages - Non-Alcoholic
628,KEY,KeyCorp,USD,NYQ,Financial Services,Banks - Regional
629,KEYS,"Keysight Technologies, Inc.",USD,NYQ,Technology,Scientific & Technical Instruments
630,KG,Kestrel Group Ltd,USD,NCM,Financial Services,Insurance Brokers
631,KHC,The Kraft Heinz Company,USD,NMS,Consumer Defensive,Packaged Foods
632,KIM,Kimco Realty Corporation,USD,NYQ,Real Estate,REIT - Retail
633,KKR,KKR & Co. Inc.,USD,NYQ,Financial Services,Asset Management
634,KLAC,KLA Corporation,USD,NMS,Technology,Semiconductor Equipment & Materials
635,KM,N/A,N/A,YHD,N/A,N/A
636,KMB,Kimberly-Clark Corporation,USD,NMS,Consumer Defensive,Household & Personal Products
637,KMG,"KMG Chemicals, Inc.",N/A,YHD,N/A,N/A
638,KMI,"Kinder Morgan, Inc.",USD,NYQ,Energy,Oil & Gas Midstream
639,KMI,"Kinder Morgan, Inc.",USD,NYQ,Energy,Oil & Gas Midstream
640,KMX,"CarMax, Inc.",USD,NYQ,Consumer Cyclical,Auto & Truck Dealerships
641,KO,The Coca-Cola Company,USD,NYQ,Consumer Defensive,Beverages - Non-Alcoholic
642,KORS,Michael Kors Holdings Limited,N/A,YHD,N/A,N/A
643,KR,The Kroger Co.,USD,NYQ,Consumer Defensive,Grocery Stores
644,KRB,N/A,N/A,YHD,N/A,N/A
645,KRFT,N/A,N/A,YHD,N/A,N/A
646,KRI,N/A,N/A,YHD,N/A,N/A
647,KSE,N/A,N/A,YHD,N/A,N/A
648,KSS,Kohl's Corporation,USD,NYQ,Consumer Cyclical,Department Stores
649,KSU,N/A,N/A,N/A,N/A,N/A
650,KSU,N/A,N/A,N/A,N/A,N/A
651,KVUE,Kenvue Inc.,USD,NYQ,Consumer Defensive,Household & Personal Products
652,KWP,N/A,N/A,YHD,N/A,N/A
653,L,Loews Corporation,USD,NYQ,Financial Services,Insurance - Property & Casualty
654,LB,LandBridge Company LLC,USD,NYQ,Energy,Oil & Gas Equipment & Services
655,LDG,N/A,N/A,YHD,N/A,N/A
656,LDOS,"Leidos Holdings, Inc.",USD,NYQ,Technology,Information Technology Services
657,LDOS,"Leidos Holdings, Inc.",USD,NYQ,Technology,Information Technology Services
658,LDW.B,N/A,N/A,N/A,N/A,N/A
659,LEG,"Leggett & Platt, Incorporated",USD,NYQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
660,LEHMQ,N/A,N/A,YHD,N/A,N/A
661,LEN,Lennar Corporation,USD,NYQ,Consumer Cyclical,Residential Construction
662,LH,Labcorp Holdings Inc.,USD,NYQ,Healthcare,Diagnostics & Research
663,LHX,"L3Harris Technologies, Inc.",USD,NYQ,Industrials,Aerospace & Defense
664,LIFE,N/A,N/A,N/A,N/A,N/A
665,LII,Lennox International Inc.,USD,NYQ,Industrials,Building Products & Equipment
666,LIN,Linde plc,USD,NMS,Basic Materials,Specialty Chemicals
667,LKQ,LKQ Corporation,USD,NMS,Consumer Cyclical,Auto Parts
668,LLL,N/A,N/A,N/A,N/A,N/A
669,LLTC,N/A,N/A,YHD,N/A,N/A
670,LLX,N/A,N/A,NMS,N/A,N/A
671,LLY,Eli Lilly and Company,USD,NYQ,Healthcare,Drug Manufacturers - General
672,LM,N/A,N/A,N/A,N/A,N/A
673,LMT,Lockheed Martin Corporation,USD,NYQ,Industrials,Aerospace & Defense
674,LNC,Lincoln National Corporation,USD,NYQ,Financial Services,Insurance - Life
675,LNT,Alliant Energy Corporation,USD,NMS,Utilities,Utilities - Regulated Electric
676,LO,N/A,N/A,YHD,N/A,N/A
677,LOR,N/A,N/A,N/A,N/A,N/A
678,LOW,"Lowe's Companies, Inc.",USD,NYQ,Consumer Cyclical,Home Improvement Retail
679,LPX,Louisiana-Pacific Corporation,USD,NYQ,Industrials,Building Products & Equipment
680,LRCX,Lam Research Corporation,USD,NMS,Technology,Semiconductor Equipment & Materials
681,LSI,N/A,N/A,N/A,N/A,N/A
682,LU,Lufax Holding Ltd,USD,NYQ,Financial Services,Credit Services
683,LUB,N/A,N/A,NYQ,N/A,N/A
684,LULU,lululemon athletica inc.,USD,NMS,Consumer Cyclical,Apparel Retail
685,LUMN,"Lumen Technologies, Inc.",USD,NYQ,Communication Services,Telecom Services
686,LUV,Southwest Airlines Co.,USD,NYQ,Industrials,Airlines
687,LVLT,N/A,N/A,YHD,N/A,N/A
688,LVS,Las Vegas Sands Corp.,USD,NYQ,Consumer Cyclical,Resorts & Casinos
689,LW,"Lamb Weston Holdings, Inc.",USD,NYQ,Consumer Defensive,Packaged Foods
690,LXK,N/A,N/A,YHD,N/A,N/A
691,LYB,LyondellBasell Industries N.V.,USD,NYQ,Basic Materials,Specialty Chemicals
692,LYV,"Live Nation Entertainment, Inc.",USD,NYQ,Communication Services,Entertainment
693,M,"Macy's, Inc.",USD,NYQ,Consumer Cyclical,Department Stores
694,MA,Mastercard Incorporated,USD,NYQ,Financial Services,Credit Services
695,MAA,"Mid-America Apartment Communities, Inc.",USD,NYQ,Real Estate,REIT - Residential
696,MAC,The Macerich Company,USD,NYQ,Real Estate,REIT - Retail
697,MAR,"Marriott International, Inc.",USD,NMS,Consumer Cyclical,Lodging
698,MAS,Masco Corporation,USD,NYQ,Industrials,Building Products & Equipment
699,MAT,"Mattel, Inc.",USD,NMS,Consumer Cyclical,Leisure
700,MAY,N/A,N/A,YHD,N/A,N/A
701,MBI,MBIA Inc.,USD,NYQ,Financial Services,Insurance - Specialty
702,MCD,McDonald's Corporation,USD,NYQ,Consumer Cyclical,Restaurants
703,MCHP,Microchip Technology Incorporated,USD,NMS,Technology,Semiconductors
704,MCIC,"MultiCorp International, Inc.",USD,PNK,Healthcare,Drug Manufacturers - Specialty & Generic
705,MCK,McKesson Corporation,USD,NYQ,Healthcare,Medical Distribution
706,MCO,Moody's Corporation,USD,NYQ,Financial Services,Financial Data & Stock Exchanges
707,MD,"Pediatrix Medical Group, Inc.",USD,NYQ,Healthcare,Medical Care Facilities
708,MDLZ,"Mondelez International, Inc.",USD,NMS,Consumer Defensive,Confectioners
709,MDP,N/A,N/A,N/A,N/A,N/A
710,MDR,N/A,N/A,N/A,N/A,N/A
711,MDT,Medtronic plc,USD,NYQ,Healthcare,Medical Devices
712,MEA,N/A,N/A,YHD,N/A,N/A
713,MEDI,Harbor Health Care ETF,USD,PCX,N/A,N/A
714,MEE,N/A,N/A,YHD,N/A,N/A
715,MEE,N/A,N/A,YHD,N/A,N/A
716,MEL,N/A,N/A,YHD,N/A,N/A
717,MER,Meren Energy Inc.,USD,PNK,N/A,N/A
718,MERQ,N/A,N/A,YHD,N/A,N/A
719,MET,"MetLife, Inc.",USD,NYQ,Financial Services,Insurance - Life
720,META,"Meta Platforms, Inc.",USD,NMS,Communication Services,Internet Content & Information
721,MFE,N/A,N/A,YHD,N/A,N/A
722,MGM,MGM Resorts International,USD,NYQ,Consumer Cyclical,Resorts & Casinos
723,MHK,"Mohawk Industries, Inc.",USD,NYQ,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
724,MHS,Morningstar US Healthcare,N/A,YHD,N/A,N/A
725,MI,NFT Limited,USD,ASE,Consumer Cyclical,Internet Retail
726,MII,N/A,N/A,YHD,N/A,N/A
727,MIL,N/A,N/A,YHD,N/A,N/A
728,MIR,"Mirion Technologies, Inc.",USD,NYQ,Industrials,Specialty Industrial Machinery
729,MIR,"Mirion Technologies, Inc.",USD,NYQ,Industrials,Specialty Industrial Machinery
730,MJN,N/A,N/A,YHD,N/A,N/A
731,MKC,"McCormick & Company, Incorporated",USD,NYQ,Consumer Defensive,Packaged Foods
732,MKG,N/A,N/A,YHD,N/A,N/A
733,MKTX,MarketAxess Holdings Inc.,USD,NMS,Financial Services,Capital Markets
734,MLM,"Martin Marietta Materials, Inc.",USD,NYQ,Basic Materials,Building Materials
735,MMC,"Marsh & McLennan Companies, Inc.",USD,NYQ,Financial Services,Insurance Brokers
736,MMI,"Marcus & Millichap, Inc.",USD,NYQ,Real Estate,Real Estate Services
737,MMM,3M Company,USD,NYQ,Industrials,Conglomerates
738,MNK,N/A,N/A,ASE,N/A,N/A
739,MNR,N/A,USD,NYQ,Energy,Oil & Gas E&P
740,MNST,Monster Beverage Corporation,USD,NMS,Consumer Defensive,Beverages - Non-Alcoholic
741,MO,"Altria Group, Inc.",USD,NYQ,Consumer Defensive,Tobacco
742,MOB,Mobilicom Limited,USD,NCM,Industrials,Aerospace & Defense
743,MOH,"Molina Healthcare, Inc.",USD,NYQ,Healthcare,Healthcare Plans
744,MOLX,N/A,N/A,YHD,N/A,N/A
745,MON,N/A,N/A,N/A,N/A,N/A
746,MOS,The Mosaic Company,USD,NYQ,Basic Materials,Agricultural Inputs
747,MPC,Marathon Petroleum Corporation,USD,NYQ,Energy,Oil & Gas Refining & Marketing
748,MPWR,"Monolithic Power Systems, Inc.",USD,NMS,Technology,Semiconductors
749,MRK,"Merck & Co., Inc.",USD,NYQ,Healthcare,Drug Manufacturers - General
750,MRNA,"Moderna, Inc.",USD,NMS,Healthcare,Biotechnology
751,MRO,N/A,N/A,N/A,N/A,N/A
752,MS,Morgan Stanley,USD,NYQ,Financial Services,Capital Markets
753,MSCI,MSCI Inc.,USD,NYQ,Financial Services,Financial Data & Stock Exchanges
754,MSFT,Microsoft Corporation,USD,NMS,Technology,Software - Infrastructure
755,MSI,"Motorola Solutions, Inc.",USD,NYQ,Technology,Communication Equipment
756,MST,Defiance Leveraged Long + Income MSTR ETF,USD,NGM,N/A,N/A
757,MTB,M&T Bank Corporation,USD,NYQ,Financial Services,Banks - Regional
758,MTCH,"Match Group, Inc.",USD,NMS,Communication Services,Internet Content & Information
759,MTD,Mettler-Toledo International Inc.,USD,NYQ,Healthcare,Diagnostics & Research
760,MTG,MGIC Investment Corporation,USD,NYQ,Financial Services,Insurance - Specialty
761,MTL,N/A,N/A,NYQ,N/A,N/A
762,MTLQQ,N/A,N/A,YHD,N/A,N/A
763,MTW,"The Manitowoc Company, Inc.",USD,NYQ,Industrials,Farm & Heavy Construction Machinery
764,MU,"Micron Technology, Inc.",USD,NMS,Technology,Semiconductors
765,MUR,Murphy Oil Corporation,USD,NYQ,Energy,Oil & Gas E&P
